,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0489025,MODERN RESOURCES INC.,03,2910.5M,E 67.8M,CARDIUM,813.8M,0489025,05,N 588.2M,OIL,05-15-067-08W6,CRUDE,100/04-16-067-08W6/00,MODERN HZ WAPITI 4-16-67-8,2018,54.7947414646001,-119.1344650184
0489026,MODERN RESOURCES INC.,03,2753.0M,E 58.2M,CARDIUM,813.7M,0489026,05,N 591.0M,OIL,05-15-067-08W6,CRUDE,102/04-16-067-08W6/00,MODERN 102 HZ WAPITI 4-16-67-8,2018,54.7947414646001,-119.1344650184
0489027,MODERN RESOURCES INC.,03,2727.4M,E 48.6M,CARDIUM,814M,0489027,05,N 593.8M,OIL,05-15-067-08W6,CRUDE,100/05-16-067-08W6/00,MODERN HZ WAPITI 5-16-67-8,2018,54.7947414646001,-119.1344650184
0489028,BONAVISTA ENERGY CORPORATION,03,4631.0M,W 295.2M,NOTIKEWIN,954.8M,0489028,05,N 105.1M,GAS,01-09-042-08W5,PRODUCTION,100/09-33-041-08W5/00,BEC HZ FERRIER 9-33-41-8,2018,52.5980722244,-115.0835040778
0489029,TAMARACK ACQUISITION CORP.,03,2081.0M,711.9M W,VIKING,779.8M,0489029,05,100/14-09-034-08W4/00 N,OIL,08-17-034-08W4,CRUDE,100/14-09-034-08W4/00,TAC 8-17 HZ PROVOST 14-9-34-8,2018,51.9124953068001,-111.0941841616
0489030,TAMARACK ACQUISITION CORP.,03,2049.0M,703.9M W,VIKING,779.7M,0489030,05,102/14-09-034-08W4/00 N,OIL,08-17-034-08W4,CRUDE,102/14-09-034-08W4/00,TAC 8-17 HZ 102 PROVOST 14-9-34-8,2018,51.9124953068001,-111.0941841616
0489031,TAMARACK ACQUISITION CORP.,03,1866.0M,695.9M W,VIKING,779.7M,0489031,05,102/14-17-034-08W4/00 N,OIL,08-17-034-08W4,CRUDE,102/14-17-034-08W4/00,TAC 8-17 HZ 102 PROVOST 14-17-34-8,2018,51.9124953068001,-111.0941841616
0489032,TAMARACK ACQUISITION CORP.,03,1884.0M,687.9M W,VIKING,779.7M,0489032,05,103/14-17-034-08W4/00 N,OIL,08-17-034-08W4,CRUDE,103/14-17-034-08W4/00,TAC 8-17 HZ 103 PROVOST 14-17-34-8,2018,51.9124953068001,-111.0941841616
0489033,PARAMOUNT RESOURCES LTD.,03,6160.0M,W 452.9M,NOTIKEWIN,1063.1M,0489033,05,S 779.6M,GAS,10-05-056-22W5,PRODUCTION,100/03-29-055-22W5/00,PARA HZ WILD RIV 3-29-55-22,2018,53.8124093600001,-117.2245740346
0489034,ORLEN UPSTREAM CANADA LTD.,03,6537.0M,E 635.0M,MONTNEY,1076.8M,0489034,05,N 64.0M,GAS,03-18-063-05W6,PRODUCTION,100/02-06-063-05W6/00,OUC HZ KAKWA 2-6-63-5,2018,54.4457376762001,-118.745267662
0489035,ROCKEAST ENERGY CORP.,03,1405.0M,70.6M W,GLAUCONITIC,742.8M,0489035,05,102/12-04-039-08W4/00 S,OIL,15-04-039-08W4,CRUDE,102/12-04-039-08W4/00,ROCKEAST HZ 103 PROVOST 12-4-39-8,2018,52.3263632726,-111.0870858066
0489036,TOURMALINE OIL CORP.,03,5039.0M,W 553.6M,RIVER,1206.3M,0489036,05,N 73.2M,GAS,02-20-061-06W6,PRODUCTION,100/01-21-061-06W6/00,TOURMALINE HZ KAKWA 1-21-61-6,2018,54.2853685358,-118.8524300988
0468822,CONOCOPHILLIPS CANADA RESOURCES CORP.,04,1520.0M,384.5M W,MCMURRAY,542.4M,0468822,05,108/10-34-083-06W4/02 N,BITUMEN,01-33-083-06W4,CRUDE,108/10-34-083-06W4/02,COPRC HZ 2662I04STK NEWBY 10-34-83-6,2018,56.2331811670001,-110.8777054332
0489037,TAMARACK ACQUISITION CORP.,04,2060.0M,123.6M W,VIKING,780.6M,0489037,05,102/12-15-034-08W4/00 N,OIL,02-21-034-08W4,CRUDE,102/12-15-034-08W4/00,TAC 2-21 HZ 102 PROVOST 12-15-34-8,2018,51.9269611188001,-111.070574281
0489038,TAMARACK ACQUISITION CORP.,04,1899.0M,116.0M W,VIKING,780.6M,0489038,05,100/09-16-034-08W4/00 N,OIL,02-21-034-08W4,CRUDE,100/09-16-034-08W4/00,TAC 2-21 HZ PROVOST 9-16-34-8,2018,51.9269611188001,-111.070574281
0489039,TAMARACK ACQUISITION CORP.,04,2042.0M,101.0M W,VIKING,780.4M,0489039,05,104/08-20-034-08W4/00 N,OIL,02-21-034-08W4,CRUDE,104/08-20-034-08W4/00,TAC 2-21 HZ 102 PROVOST 8-20-34-8,2018,51.9269611188001,-111.070574281
0489040,TAMARACK ACQUISITION CORP.,04,1932.0M,108.5M W,VIKING,780.5M,0489040,05,103/12-21-034-08W4/00 N,OIL,02-21-034-08W4,CRUDE,103/12-21-034-08W4/00,TAC 2-21 HZ 103 PROVOST 12-21-34-8,2018,51.9269611188001,-111.070574281
0489041,TAMARACK ACQUISITION CORP.,04,2427.0M,357.3M E,VIKING,778.5M,0489041,05,105/02-22-034-09W4/00 S,OIL,14-23-034-09W4,CRUDE,105/02-22-034-09W4/00,TAC 14-23 HZ 105 PROVOST,2018,51.9341990848001,-111.1767539938
0489042,TAMARACK ACQUISITION CORP.,04,2487.0M,357.3M E,VIKING,778.5M,0489042,05,108/08-26-034-09W4/00 S,OIL,14-23-034-09W4,CRUDE,108/08-26-034-09W4/00,TAC 14-23 HZ 109 PROVOST,2018,51.9341990848001,-111.1767539938
0489043,TAMARACK ACQUISITION CORP.,04,2077.0M,286.4M W,VIKING,780.5M,0489043,05,100/12-07-034-08W4/00 N,OIL,02-13-034-09W4,CRUDE,100/12-07-034-08W4/00,TAC 2-13 HZ PROVOST 12-7-34-8,2018,51.9124981712,-111.1414410012
0489044,TAMARACK ACQUISITION CORP.,04,2068.0M,278.4M W,VIKING,780.5M,0489044,05,102/12-07-034-08W4/00 N,OIL,02-13-034-09W4,CRUDE,102/12-07-034-08W4/00,TAC 2-13 HZ 102 PROVOST 12-7-34-8,2018,51.9124981712,-111.1414410012
0489045,TAMARACK ACQUISITION CORP.,04,2042.0M,270.4M W,VIKING,780.4M,0489045,05,104/12-13-034-09W4/00 N,OIL,02-13-034-09W4,CRUDE,104/12-13-034-09W4/00,TAC 2-13 HZ 103 PROVOST 12-13-34-9,2018,51.9124981712,-111.1414410012
0489046,TAMARACK ACQUISITION CORP.,04,2059.0M,262.4M W,VIKING,780.5M,0489046,05,103/12-13-034-09W4/00 N,OIL,02-13-034-09W4,CRUDE,103/12-13-034-09W4/00,TAC 2-13 HZ 104 PROVOST 12-13-34-9,2018,51.9124981712,-111.1414410012
0489047,BLACKPEARL RESOURCES INC.,04,3400.0M,E 500.0M,MANNVILLE,743.9M,0489047,05,S 605.2M,OIL,11-23-026-02W4,CRUDE,100/03-14-026-02W4/00,BLACKPEARL CAPRON 3-14-26-2,2018,51.2354870614001,-110.1816369824
0489048,KARVE ENERGY INC.,04,2162.0M,696.8M E,VIKING,805.8M,0489048,05,103/06-33-035-08W4/00 N,OIL,05-34-035-08W4,CRUDE,103/06-33-035-08W4/00,KARVE 102 HZ PROVOST,2018,52.0426448642001,-111.0667705278
0489049,KARVE ENERGY INC.,04,2091.0M,711.8M E,VIKING,806.3M,0489049,05,102/06-33-035-08W4/00 N,OIL,05-34-035-08W4,CRUDE,102/06-33-035-08W4/00,KARVE 103 HZ PROVOST,2018,52.0426448642001,-111.0667705278
0489050,ASPENLEAF ENERGY LIMITED,04,5406.3M,W 472.7M,HILLS,941.7M,0489050,05,S 361.7M,OIL,15-27-067-08W5,CRUDE,100/11-24-067-08W5/00,ASPENLEAF HZ SWANH 11-24-67-8,2018,54.8309219538001,-115.1227948304
0489051,ASPENLEAF ENERGY LIMITED,04,5203.1M,W 463.8M,HILLS,941.5M,0489051,05,S 357.1M,OIL,15-27-067-08W5,CRUDE,100/03-25-067-08W5/00,ASPENLEAF HZ SWANH 3-25-67-8,2018,54.8309219538001,-115.1227948304
0489052,ASPENLEAF ENERGY LIMITED,04,5212.7M,W 446.1M,HILLS,941.1M,0489052,05,S 347.8M,OIL,15-27-067-08W5,CRUDE,100/07-25-067-08W5/00,ASPENLEAF HZ SWANH 7-25-67-8,2018,54.8309219538001,-115.1227948304
0489053,MURPHY OIL COMPANY LTD.,07,5842.0M,E 434.9M,DUVERNAY,1026M,0489053,05,N 636.1M,OIL,06-19-064-15W5,CRUDE,100/02-17-064-15W5/00,MURPHY 5-19A TWOCK 2-17-64-15,2018,54.5473354386001,-116.2594333226
