,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0488494,TAMARACK ACQUISITION CORP.,07,2266.5M,426.6M W,VIKING,749.1M,0488494,03,102/02-06-035-06W4/00 N,OIL,07-05-035-06W4,CRUDE,102/02-06-035-06W4/00,TAC 7-5 HZ 102 PROVOST 2-6-35-6,2018,51.9699627311667,-110.817359594833
0488495,TAMARACK ACQUISITION CORP.,07,2344.8M,434.1M W,VIKING,748.8M,0488495,03,102/07-06-035-06W4/00 N,OIL,07-05-035-06W4,CRUDE,102/07-06-035-06W4/00,TAC 7-5 HZ PROVOST 7-6-35-6,2018,51.9699627311667,-110.817359594833
0488496,TAMARACK ACQUISITION CORP.,07,2484.6M,441.6M W,VIKING,748.5M,0488496,03,100/07-06-035-06W4/00 N,OIL,07-05-035-06W4,CRUDE,100/07-06-035-06W4/00,TAC 7-5 HZ 102 PROVOST 7-6-35-6,2018,51.9699627311667,-110.817359594833
0488497,BLACKBIRD ENERGY INC.,08,5200.0M,E 694.8M,MONTNEY,708.7M,0488497,03,N 634.4M,GAS,06-33-071-07W6,PRODUCTION,102/14-22-071-07W6/00,BLACKBIRD 102 HZ DIMSD 14-22-71-7,2018,55.1873548700001,-119.0154586026
0488498,BLACKBIRD ENERGY INC.,08,5310.0M,E 694.8M,MONTNEY,708.4M,0488498,03,N 644.4M,GAS,06-33-071-07W6,PRODUCTION,100/13-22-071-07W6/00,BLACKBIRD 100 HZ DIMSD 13-22-71-7,2018,55.1873548700001,-119.0154586026
0488499,BLACKBIRD ENERGY INC.,08,5000.0M,E 694.8M,MONTNEY,709M,0488499,03,N 624.4M,GAS,06-33-071-07W6,PRODUCTION,102/03-27-071-07W6/00,BLACKBIRD 102 HZ DIMSD 3-27-71-7,2018,55.1873548700001,-119.0154586026
0488500,ARC RESOURCES LTD.,08,4487.0M,W 483.4M,MONTNEY,744.5M,0488500,03,N 418.2M,OIL,07-25-067-25W5,CRUDE,100/06-35-067-25W5/00,ARC HZ ANTEN 6-35-67-25,2018,54.8236398286001,-117.6648667552
0488501,ARC RESOURCES LTD.,08,4472.0M,W 463.4M,MONTNEY,744.9M,0488501,03,N 418.2M,OIL,07-25-067-25W5,CRUDE,100/01-19-067-24W5/00,ARC HZ ANTEN 1-19-67-24,2018,54.8236398286001,-117.6648667552
0488502,ARC RESOURCES LTD.,08,3997.0M,W 473.4M,MONTNEY,744.8M,0488502,03,N 418.2M,OIL,07-25-067-25W5,CRUDE,102/03-19-067-24W5/00,ARC HZ 102 ANTEN 3-19-67-24,2018,54.8236398286001,-117.6648667552
0488503,VESTA ENERGY LTD.,08,6300.0M,W 305.5M,LAKE,905M,0488503,03,N 697.1M,OIL,08-32-039-28W4,CRUDE,100/03-20-039-28W4/00,VESTA CYGNET 3-20-39-28,2018,52.3942587640001,-113.9897653362
0488504,HIGH GROUND ENERGY INC.,08,2333.0M,374.8M W,VIKING,749.9M,0488504,03,100/08-10-036-02W4/00 N,OIL,01-09-036-02W4,CRUDE,100/08-10-036-02W4/00,HIGH GROUND 1-9 HZ PROVOST 8-10-36-2,2018,52.0717785682,-110.221650268
0488505,HIGH GROUND ENERGY INC.,08,2332.0M,359.8M W,VIKING,750.2M,0488505,03,100/01-10-035-02W4/00 N,OIL,01-09-036-02W4,CRUDE,100/01-10-035-02W4/00,HIGH GROUND HZ 102 PROVOST 1-10-35-2,2018,52.0717785682,-110.221650268
0488506,HIGH GROUND ENERGY INC.,08,2276.0M,404.7M W,VIKING,668.6M,0488506,03,100/08-10-035-04W4/00 N,OIL,08-09-035-04W4,CRUDE,100/08-10-035-04W4/00,HIGH GROUND 8-9 HZ PROVOST 8-10-35-4,2018,51.9842745042,-110.5074560968
0488507,KELT EXPLORATION LTD.,08,5050.0M,E 55.0M,MONTNEY,746.1M,0488507,03,S 539.7M,GAS,12-19-074-08W6,PRODUCTION,100/01-35-074-09W6/00,KELT EXP HZ VALHALLA 1-35-74-9,2018,55.4271685134001,-119.220581348
0488508,HAMMERHEAD RESOURCES INC.,08,4472.0M,W 402.2M,MONTNEY,673.9M,0488508,03,N 173.5M,OIL,01-22-068-04W6,CRUDE,100/02-14-068-04W6/00,HHR HZ ELM 2-14-68-4,2018,54.8964163912,-118.5114945888
