,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT,TEXT
0489885,WHITECAP RESOURCES INC.,05,2756.0M,E 178.6M,CARDIUM,871.5M,0489885,07,S 258.7M,OIL,13-05-067-08W6,CRUDE,102/13-06-067-08W6/00,WHITECAP 102 HZ WAPITI 13-6-67-8,2018,54.7728355268001,-119.1853344864,0489885 | 102/13-06-067-08W6/00 | WHITECAP RESOURCES INC.
0489886,IRON BRIDGE RESOURCES INC.,05,5000.0M,W 668.2M,MONTNEY,689.3M,0489886,07,N 197.4M,OIL,02-23-068-03W6,CRUDE,100/02-13-068-03W6/00,IBR HZ ELM 2-13-68-3,2018,54.8964182794001,-118.3334816066,0489886 | 100/02-13-068-03W6/00 | IRON BRIDGE RESOURCES INC.
0489887,IRON BRIDGE RESOURCES INC.,05,5850.0M,W 667.8M,MONTNEY,689.3M,0489887,07,N 205.4M,OIL,02-23-068-03W6,CRUDE,100/02-18-068-02W6/00,IBR HZ ELM 2-18-68-2,2018,54.8964182794001,-118.3334816066,0489887 | 100/02-18-068-02W6/00 | IRON BRIDGE RESOURCES INC.
0489888,BLACKSPUR OIL CORP.,05,3000.0M,E 65.3M,GLAUCONITIC,732.5M,0489888,07,N 124.9M,OIL,04-33-019-13W4,CRUDE,102/14-21-019-13W4/00,BLACKSPUR 102 HZ BANTRY,2018,50.6462438594001,-111.7495118098,0489888 | 102/14-21-019-13W4/00 | BLACKSPUR OIL CORP.
0489889,BLACKSPUR OIL CORP.,05,3000.0M,E 90.3M,GLAUCONITIC,732.5M,0489889,07,N 124.8M,OIL,04-33-019-13W4,CRUDE,100/01-28-019-13W4/00,BLACKSPUR HZ BANTRY,2018,50.6462438594001,-111.7495118098,0489889 | 100/01-28-019-13W4/00 | BLACKSPUR OIL CORP.
0489890,YANGARRA RESOURCES CORP.,06,5600.0M,E 570.6M,CARDIUM,1100.6M,0489890,07,S 180.4M,OIL,14-06-037-07W5,CRUDE,102/14-18-037-07W5/00,YANGARRA HZ 102 CHEDDER 14-18-37-7,2018,52.1531688400001,-114.9917997538,0489890 | 102/14-18-037-07W5/00 | YANGARRA RESOURCES CORP.
0489891,YANGARRA RESOURCES CORP.,06,5150.0M,W 460.3M,CARDIUM,1032.5M,0489891,07,S 362.5M,OIL,15-31-041-05W5,CRUDE,102/16-07-042-05W5/00,YANGARRA HZ 102 WILLGR 16-7-42-5,2018,52.5754326576001,-114.699912423,0489891 | 102/16-07-042-05W5/00 | YANGARRA RESOURCES CORP.
0489892,YANGARRA RESOURCES CORP.,06,4100.0M,W 160.0M,CARDIUM,1052.2M,0489892,07,N 299.9M,OIL,01-36-039-09W5,CRUDE,102/04-30-039-08W5/00,YANGARRA HZ 102 FERRIER 4-30-39-8,2018,52.3944161834,-115.1552905538,0489892 | 102/04-30-039-08W5/00 | YANGARRA RESOURCES CORP.
0489893,YANGARRA RESOURCES CORP.,06,4900.0M,W 533.6M,CARDIUM,1037.9M,0489893,07,S 427.4M,OIL,10-30-039-08W5,CRUDE,100/02-19-039-08W5/00,YANGARRA HZ FERRIER 2-19-39-8,2018,52.3871848020001,-115.131352245,0489893 | 100/02-19-039-08W5/00 | YANGARRA RESOURCES CORP.
0489894,YANGARRA RESOURCES CORP.,06,5554.8M,E 123.1M,CARDIUM,1075.2M,0489894,07,S 376.4M,OIL,13-34-043-10W5,CRUDE,102/16-09-044-10W5/00,YANGARRA HZ 102 FERRIER 16-9-44-10,2018,52.7509655228,-115.3699439294,0489894 | 102/16-09-044-10W5/00 | YANGARRA RESOURCES CORP.
0489895,GRIZZLY RESOURCES LTD.,06,1872.0M,W 71.2M,CREEK,707.1M,0489895,07,S 75.0M,WATER,16-26-078-08W6,INJECTION,102/01-36-078-08W6/00,GRL 102 HZ PROGRESS 1-36-78-8,2018,55.7908160354001,-119.1148377392,0489895 | 102/01-36-078-08W6/00 | GRIZZLY RESOURCES LTD.
0489896,CANADIAN NATURAL RESOURCES LIMITED,06,1060.0M,E 119.8M,SAWTOOTH,778.8M,0489896,07,N 744.6M,OIL,05-25-011-11W4,CRUDE,103/01-26-011-11W4/00,CNRL 103 BI 1-26-11-11,2018,49.9329735710001,-111.3829634056,0489896 | 103/01-26-011-11W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489897,CHEVRON CANADA LIMITED,06,4530.0M,E 380.2M,DUVERNAY,842.7M,0489897,07,N 88.2M,GAS,04-07-062-20W5,PRODUCTION,100/03-06-062-20W5/00,CHEVRON HZ KAYBOBS 3-6-62-20,2018,54.3435086166001,-116.9913255602,0489897 | 100/03-06-062-20W5/00 | CHEVRON CANADA LIMITED
0489898,CHEVRON CANADA LIMITED,06,5265.0M,E 387.5M,DUVERNAY,842.5M,0489898,07,N 88.6M,GAS,04-07-062-20W5,PRODUCTION,100/02-06-062-20W5/00,CHEVRON HZ KAYBOBS 2-6-62-20,2018,54.3435086166001,-116.9913255602,0489898 | 100/02-06-062-20W5/00 | CHEVRON CANADA LIMITED
0489899,CHEVRON CANADA LIMITED,06,5475.0M,E 394.8M,DUVERNAY,842.4M,0489899,07,N 88.9M,GAS,04-07-062-20W5,PRODUCTION,100/01-06-062-20W5/00,CHEVRON HZ KAYBOBS 1-6-62-20,2018,54.3435086166001,-116.9913255602,0489899 | 100/01-06-062-20W5/00 | CHEVRON CANADA LIMITED
0489900,CHEVRON CANADA LIMITED,06,5706.0M,E 402.1M,DUVERNAY,842.5M,0489900,07,N 89.3M,GAS,04-07-062-20W5,PRODUCTION,102/04-05-062-20W5/00,CHEVRON 102 HZ KAYBOBS 4-5-62-20,2018,54.3435086166001,-116.9913255602,0489900 | 102/04-05-062-20W5/00 | CHEVRON CANADA LIMITED
0489901,CHEVRON CANADA LIMITED,06,5810.0M,E 416.8M,DUVERNAY,842.8M,0489901,07,N 89.9M,GAS,04-07-062-20W5,PRODUCTION,100/03-05-062-20W5/00,CHEVRON HZ KAYBOBS 3-5-62-20,2018,54.3435086166001,-116.9913255602,0489901 | 100/03-05-062-20W5/00 | CHEVRON CANADA LIMITED
0489902,CHEVRON CANADA LIMITED,06,5791.0M,E 409.4M,DUVERNAY,842.7M,0489902,07,N 89.6M,GAS,04-07-062-20W5,PRODUCTION,102/03-05-062-20W5/00,CHEVRON 102 HZ KAYBOBS 3-5-62-20,2018,54.3435086166001,-116.9913255602,0489902 | 102/03-05-062-20W5/00 | CHEVRON CANADA LIMITED
0489903,CHEVRON CANADA LIMITED,06,5850.0M,E 424.1M,DUVERNAY,842.8M,0489903,07,N 90.3M,GAS,03-07-062-20W5,PRODUCTION,100/06-05-062-20W5/00,CHEVRON HZ KAYBOBS 6-5-62-20,2018,54.3435086166001,-116.9913255602,0489903 | 100/06-05-062-20W5/00 | CHEVRON CANADA LIMITED
0489904,CANADIAN NATURAL RESOURCES LIMITED,06,436.0M,101.5M E,RAPIDS,659.4M,0489904,07,100/13-16-067-05W4/00 S,NONE,13-16-067-05W4,OBSERVATION,100/13-16-067-05W4/00,CNRL PS44 OBS PS FISHER 13-16-67-5,2018,54.8002066766001,-110.7072670084,0489904 | 100/13-16-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489905,CANADIAN NATURAL RESOURCES LIMITED,06,434.0M,802.0M W,RAPIDS,657.9M,0489905,07,100/07-16-067-05W4/00 N,NONE,07-16-067-05W4,OBSERVATION,100/07-16-067-05W4/00,CNRL PS45 OBS PS FISHER 7-16-67-5,2018,54.7930328612001,-110.6947110112,0489905 | 100/07-16-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489906,CANADIAN NATURAL RESOURCES LIMITED,06,442.0M,423.6M W,RAPIDS,663.4M,0489906,07,106/09-10-067-05W4/00 S,NONE,09-10-067-05W4,OBSERVATION,106/09-10-067-05W4/00,CNRL PS46 OBS PS LEMING 9-10-67-5,2018,54.7855666500001,-110.6692833444,0489906 | 106/09-10-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489907,CANADIAN NATURAL RESOURCES LIMITED,06,433.0M,230.2M E,RAPIDS,654.1M,0489907,07,100/14-08-067-05W4/00 S,NONE,14-08-067-05W4,OBSERVATION,100/14-08-067-05W4/00,CNRL PS47 OBS PS LEMING 14-8-67-5,2018,54.7855658110001,-110.7327032688,0489907 | 100/14-08-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489908,CANADIAN NATURAL RESOURCES LIMITED,06,433.0M,382.5M W,RAPIDS,653.4M,0489908,07,100/16-08-067-05W4/00 S,NONE,16-08-067-05W4,OBSERVATION,100/16-08-067-05W4/00,CNRL PS48 OBS PS LEMING 16-8-67-5,2018,54.7855686092001,-110.720144345,0489908 | 100/16-08-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489909,CANADIAN NATURAL RESOURCES LIMITED,06,428.0M,748.1M W,RAPIDS,651.7M,0489909,07,100/09-03-067-05W4/00 S,NONE,09-03-067-05W4,OBSERVATION,100/09-03-067-05W4/00,CNRL PS49 OBS PS LEMING 9-3-67-5,2018,54.7711123826001,-110.6692884084,0489909 | 100/09-03-067-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489910,TAMARACK ACQUISITION CORP.,06,5685.0M,E 742.7M,CARDIUM,886.2M,0489910,07,N 545.5M,OIL,06-02-046-06W5,CRUDE,100/16-14-046-06W5/00,TAC 6-2 HZ PEMBINA 16-14-46-6,2018,52.9326777450001,-114.7652275686,0489910 | 100/16-14-046-06W5/00 | TAMARACK ACQUISITION CORP.
0489911,TAMARACK ACQUISITION CORP.,06,5550.0M,E 727.7M,CARDIUM,886.2M,0489911,07,N 545.5M,OIL,06-02-046-06W5,CRUDE,100/15-14-046-06W5/00,TAC 6-2 HZ PEMBINA 15-14-46-6,2018,52.9326777450001,-114.7652275686,0489911 | 100/15-14-046-06W5/00 | TAMARACK ACQUISITION CORP.
0489912,TAMARACK ACQUISITION CORP.,06,5555.0M,E 712.7M,CARDIUM,886.1M,0489912,07,N 545.5M,OIL,06-02-046-06W5,CRUDE,102/14-14-046-06W5/00,TAC 6-2 HZ 102 PEMBINA 14-14-46-6,2018,52.9326777450001,-114.7652275686,0489912 | 102/14-14-046-06W5/00 | TAMARACK ACQUISITION CORP.
0489913,TAMARACK ACQUISITION CORP.,06,5695.0M,E 697.7M,CARDIUM,886.2M,0489913,07,N 545.4M,OIL,06-02-046-06W5,CRUDE,100/13-14-046-06W5/00,TAC 6-2 HZ PEMBINA 13-14-46-6,2018,52.9326777450001,-114.7652275686,0489913 | 100/13-14-046-06W5/00 | TAMARACK ACQUISITION CORP.
0489914,TAQA NORTH LTD.,06,5728.0M,W 139.3M,MANNVILLE,1027.3M,0489914,07,S 342.3M,GAS,16-08-044-10W5,PRODUCTION,100/16-10-044-10W5/00,TQN HZ FERRIER 16-10-44-10,2018,52.7800578134001,-115.4063593144,0489914 | 100/16-10-044-10W5/00 | TAQA NORTH LTD.
0489915,TAQA NORTH LTD.,06,5783.0M,W 139.5M,MANNVILLE,1027.6M,0489915,07,S 352.3M,GAS,16-08-044-10W5,PRODUCTION,100/09-10-044-10W5/00,TQN HZ FERRIER 9-10-44-10,2018,52.7800578134001,-115.4063593144,0489915 | 100/09-10-044-10W5/00 | TAQA NORTH LTD.
0489916,NINE RING ENERGY DEVELOPMENT INC.,09,2690.0M,W 320.0M,LAKE,631M,0489916,07,N 65.0M,OIL,01-16-086-09W6,CRUDE,100/02-09-086-09W6/00,NRE HZ WORSLEY 2-9-86-9,2018,56.4522081324001,-119.34819968,0489916 | 100/02-09-086-09W6/00 | NINE RING ENERGY DEVELOPMENT INC.
0489917,RIDGEBACK RESOURCES INC.,09,3635.0M,E 165.0M,CARDIUM,930.9M,0489917,07,N 406.0M,OIL,05-18-048-10W5,CRUDE,100/05-13-048-11W5/00,RIDGEBACK HZ PEMBINA 5-13-48-11,2018,53.1365009468001,-115.4545403314,0489917 | 100/05-13-048-11W5/00 | RIDGEBACK RESOURCES INC.
0489918,BOULDER ENERGY LTD.,09,4184.0M,W 182.2M,RIVER,1259.2M,0489918,07,N 220.2M,OIL,01-03-047-15W5,CRUDE,103/04-12-047-15W5/00,BLDR 1F-3 HZ 102 BRAZR 4-12-47-15,2018,53.0198266696667,-116.1003072315,0489918 | 103/04-12-047-15W5/00 | BOULDER ENERGY LTD.
0489919,RIDGEBACK RESOURCES INC.,09,1940.0M,W 580.4M,HEAD,776.8M,0489919,07,N 393.1M,WATER,02-30-063-18W5,INJECTION,100/02-30-063-18W5/00,RIDGEBACK KAYBOB 2-30-63-18,2018,54.4748187756001,-116.700703214,0489919 | 100/02-30-063-18W5/00 | RIDGEBACK RESOURCES INC.
0489920,BOULDER ENERGY LTD.,09,3681.0M,W 478.2M,RIVER,1086M,0489920,07,N 284.6M,OIL,02-30-046-14W5,CRUDE,103/07-31-046-14W5/00,BLDR 2D-30 HZ BRAZR 7-31-46-14,2018,52.9912081420001,-116.0107486388,0489920 | 103/07-31-046-14W5/00 | BOULDER ENERGY LTD.
0489921,TORXEN ENERGY LTD.,09,3600.0M,E 471.0M,MANNVILLE,746.6M,0489921,07,N 749.9M,OIL,06-29-016-13W4,CRUDE,103/08-28-016-13W4/00,TXNE 103 HZ BANTRY,2018,50.3699807012001,-111.7595709466,0489921 | 103/08-28-016-13W4/00 | TORXEN ENERGY LTD.
0489922,TORXEN ENERGY LTD.,09,3600.0M,E 471.0M,MANNVILLE,746.6M,0489922,07,N 737.9M,OIL,06-29-016-13W4,CRUDE,102/01-28-016-13W4/00,TXNE 102 HZ BANTRY,2018,50.3699807012001,-111.7595709466,0489922 | 102/01-28-016-13W4/00 | TORXEN ENERGY LTD.
0489923,TORXEN ENERGY LTD.,09,3200.0M,E 471.1M,MANNVILLE,746.6M,0489923,07,N 725.9M,OIL,06-29-016-13W4,CRUDE,100/02-28-016-13W4/00,TXNE HZ BANTRY,2018,50.3699807012001,-111.7595709466,0489923 | 100/02-28-016-13W4/00 | TORXEN ENERGY LTD.
0489924,KARVE ENERGY INC.,09,2381.0M,480.7M W,VIKING,805.7M,0489924,07,100/09-27-035-08W4/00 S,OIL,09-28-035-08W4,CRUDE,100/09-27-035-08W4/00,KARVE 102 HZ PROVOST 9-27-35-8,2018,52.035404221,-111.0788323666,0489924 | 100/09-27-035-08W4/00 | KARVE ENERGY INC.
0489925,KARVE ENERGY INC.,09,2434.0M,495.7M W,VIKING,805.9M,0489925,07,102/09-27-035-08W4/00 S,OIL,09-28-035-08W4,CRUDE,102/09-27-035-08W4/00,KARVE HZ PROVOST 9-27-35-8,2018,52.035404221,-111.0788323666,0489925 | 102/09-27-035-08W4/00 | KARVE ENERGY INC.
0489926,CRESCENT POINT ENERGY CORP.,09,5181.1M,W 150.2M,DUVERNAY,815.6M,0489926,07,S 105.2M,OIL,16-15-048-02W5,CRUDE,100/01-10-048-02W5/00,CPEC HZ PEMBINA 1-10-48-2,2018,53.1428752638,-114.199411342,0489926 | 100/01-10-048-02W5/00 | CRESCENT POINT ENERGY CORP.
0489927,SHELL CANADA LIMITED,09,5925.0M,W 395.9M,DUVERNAY,992.5M,0489927,07,N 48.5M,GAS,01-06-040-06W5,PRODUCTION,102/02-12-040-07W5/00,SCL HZ RMH96A WILLGR 2-12-40-7,2018,52.4082109296001,-114.8438932042,0489927 | 102/02-12-040-07W5/00 | SHELL CANADA LIMITED
0489928,ENERPLUS CORPORATION,09,2000.0M,410.0M E,LLOYDMINSTER,638.3M,0489928,07,102/02-22-047-05W4/00 S,WATER,12-23-047-05W4,INJECTION,102/02-22-047-05W4/00,ENERPLUS CORP HZ WILDMERE,2018,53.0683294508001,-110.6291303816,0489928 | 102/02-22-047-05W4/00 | ENERPLUS CORPORATION
0489929,ENERPLUS CORPORATION,09,2200.0M,409.4M E,LLOYDMINSTER,638.5M,0489929,07,100/13-26-047-05W4/00 S,WATER,12-23-047-05W4,INJECTION,100/13-26-047-05W4/00,ENERPLUS CORP HZ WILDMERE,2018,53.0683294508001,-110.6291303816,0489929 | 100/13-26-047-05W4/00 | ENERPLUS CORPORATION
0489930,ENERPLUS CORPORATION,09,2000.0M,408.9M E,LLOYDMINSTER,638M,0489930,07,103/12-26-047-05W4/00 S,WATER,12-23-047-05W4,INJECTION,103/12-26-047-05W4/00,ENERPLUS CORP 03 WILDMERE,2018,53.0683294508001,-110.6291303816,0489930 | 103/12-26-047-05W4/00 | ENERPLUS CORPORATION
0489931,ENERPLUS CORPORATION,09,2000.0M,411.1M E,LLOYDMINSTER,638.4M,0489931,07,103/02-22-047-05W4/00 S,OIL,12-23-047-05W4,CRUDE,103/02-22-047-05W4/00,ENERPLUS CORP 02H WILDMERE,2018,53.0683294508001,-110.6291303816,0489931 | 103/02-22-047-05W4/00 | ENERPLUS CORPORATION
0489932,ENERPLUS CORPORATION,09,2400.0M,411.7M E,LLOYDMINSTER,638.8M,0489932,07,102/13-26-047-05W4/00 S,OIL,12-23-047-05W4,CRUDE,102/13-26-047-05W4/00,ENERPLUS CORP 02 WILDMERE,2018,53.0683294508001,-110.6291303816,0489932 | 102/13-26-047-05W4/00 | ENERPLUS CORPORATION
0489933,ENERPLUS CORPORATION,09,2100.0M,410.6M E,LLOYDMINSTER,638.2M,0489933,07,104/12-26-047-05W4/00 S,OIL,12-23-047-05W4,CRUDE,104/12-26-047-05W4/00,ENERPLUS CORP 04 WILDMERE,2018,53.0683294508001,-110.6291303816,0489933 | 104/12-26-047-05W4/00 | ENERPLUS CORPORATION
0489934,ENERPLUS CORPORATION,09,2440.0M,138.3M E,LLOYDMINSTER,632.3M,0489934,07,100/14-26-047-05W4/00 S,WATER,14-23-047-05W4,INJECTION,100/14-26-047-05W4/00,ENERPLUS CORP HZ WILDMERE,2018,53.0683294508001,-110.6291303816,0489934 | 100/14-26-047-05W4/00 | ENERPLUS CORPORATION
0489935,ENERPLUS CORPORATION,09,2460.0M,138.2M E,LLOYDMINSTER,632.2M,0489935,07,102/14-26-047-05W4/00 S,WATER,14-23-047-05W4,INJECTION,102/14-26-047-05W4/00,ENERPLUS CORP 02 WILDMERE,2018,53.0683294508001,-110.6291303816,0489935 | 102/14-26-047-05W4/00 | ENERPLUS CORPORATION
0489936,ENERPLUS CORPORATION,09,2400.0M,138.2M E,LLOYDMINSTER,632.2M,0489936,07,103/14-26-047-05W4/00 S,OIL,14-23-047-05W4,CRUDE,103/14-26-047-05W4/00,ENERPLUS CORP 03 WILDMERE,2018,53.0683294508001,-110.6291303816,0489936 | 103/14-26-047-05W4/00 | ENERPLUS CORPORATION
0489937,ENERPLUS CORPORATION,09,2240.0M,138.1M E,LLOYDMINSTER,632.2M,0489937,07,102/15-26-047-05W4/00 S,OIL,14-23-047-05W4,CRUDE,102/15-26-047-05W4/00,ENERPLUS CORP 02 WILDMERE,2018,53.0683294508001,-110.6291303816,0489937 | 102/15-26-047-05W4/00 | ENERPLUS CORPORATION
0368383,OUTLIER RESOURCES LTD.,10,2205.0M,W 50.0M,LAKE,816.3M,0368383,07,N 588.0M,OIL,08-23-033-22W4,CRUDE,100/12-24-033-22W4/02,OUTLIER DD TROCHU 12-24-33-22,2018,51.8396133252001,-113.0074155538,0368383 | 100/12-24-033-22W4/02 | OUTLIER RESOURCES LTD.
0489938,TOURMALINE OIL CORP.,10,5100.0M,W 40.1M,RIVER,1150.9M,0489938,07,S 135.6M,GAS,16-30-051-22W5,PRODUCTION,100/04-30-051-22W5/00,TOURMALINE HZ LAMBERT 4-30-51-22,2018,53.4343215262001,-117.2226189766,0489938 | 100/04-30-051-22W5/00 | TOURMALINE OIL CORP.
0489939,TOURMALINE OIL CORP.,10,5000.0M,W 44.6M,NOTIKEWIN,1152.3M,0489939,07,S 137.4M,GAS,16-30-051-22W5,PRODUCTION,102/04-30-051-22W5/00,TOURMALINE HZ 102 LAMBERT 4-30-51-22,2018,53.4343215262001,-117.2226189766,0489939 | 102/04-30-051-22W5/00 | TOURMALINE OIL CORP.
0489940,ANEGADA OIL CORP.,10,3450.0M,W 516.8M,LAKE,908.3M,0489940,07,S 95.5M,OIL,15-20-076-09W6,CRUDE,100/15-29-076-09W6/00,ANEGADA HZ 15D VALHALLA 15-29-76-9,2018,55.601686455,-119.3475630904,0489940 | 100/15-29-076-09W6/00 | ANEGADA OIL CORP.
0489941,ANEGADA OIL CORP.,10,3450.0M,W 552.5M,LAKE,906.1M,0489941,07,S 106.8M,OIL,15-20-076-09W6,CRUDE,100/03-21-076-09W6/00,ANEGADA HZ 3A VALHALLA 3-21-76-9,2018,55.601686455,-119.3475630904,0489941 | 100/03-21-076-09W6/00 | ANEGADA OIL CORP.
0489942,TOURMALINE OIL CORP.,10,4450.0M,W 677.1M,RIVER,1032.3M,0489942,07,S 95.1M,GAS,15-20-050-19W5,PRODUCTION,102/15-29-050-19W5/00,TOURMALINE HZ 102 ANSELL 15-29-50-19,2018,53.3326973912,-116.7343270638,0489942 | 102/15-29-050-19W5/00 | TOURMALINE OIL CORP.
0489943,CHEVRON CANADA LIMITED,10,6530.0M,E 683.8M,DUVERNAY,873.2M,0489943,07,N 413.0M,GAS,03-04-062-20W5,PRODUCTION,103/12-08-062-20W5/00,CHEVRON 102 HZ KAYBOBS 12-8-62-20,2018,54.3291021488001,-116.9413255456,0489943 | 103/12-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489944,CHEVRON CANADA LIMITED,10,6550.0M,E 684.1M,DUVERNAY,872.9M,0489944,07,N 405.7M,GAS,03-04-062-20W5,PRODUCTION,100/13-08-062-20W5/00,CHEVRON HZ KAYBOBS 13-8-62-20,2018,54.3291021488001,-116.9413255456,0489944 | 100/13-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489945,CHEVRON CANADA LIMITED,10,6595.0M,E 684.3M,DUVERNAY,873M,0489945,07,N 398.3M,GAS,03-04-062-20W5,PRODUCTION,100/14-08-062-20W5/00,CHEVRON HZ KAYBOBS 14-8-62-20,2018,54.3291021488001,-116.9413255456,0489945 | 100/14-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489946,CHEVRON CANADA LIMITED,10,6530.0M,E 684.5M,DUVERNAY,873M,0489946,07,N 391.0M,GAS,03-04-062-20W5,PRODUCTION,102/12-08-062-20W5/00,CHEVRON 103 HZ KAYBOBS 12-8-62-20,2018,54.3291021488001,-116.9413255456,0489946 | 102/12-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489947,CHEVRON CANADA LIMITED,10,6605.0M,E 685.0M,DUVERNAY,873.3M,0489947,07,N 376.4M,GAS,03-04-062-20W5,PRODUCTION,103/08-07-062-20W5/00,CHEVRON 102 HZ KAYBOBS 8-7-62-20,2018,54.3291021488001,-116.9413255456,0489947 | 103/08-07-062-20W5/00 | CHEVRON CANADA LIMITED
0489948,CHEVRON CANADA LIMITED,10,6555.0M,E 684.7M,DUVERNAY,873M,0489948,07,N 383.7M,GAS,03-04-062-20W5,PRODUCTION,102/08-07-062-20W5/00,CHEVRON 103 HZ KAYBOBS 8-7-62-20,2018,54.3291021488001,-116.9413255456,0489948 | 102/08-07-062-20W5/00 | CHEVRON CANADA LIMITED
0489949,CHEVRON CANADA LIMITED,10,7414.0M,E 784.8M,DUVERNAY,877.1M,0489949,07,N 719.3M,GAS,06-03-062-20W5,PRODUCTION,100/15-08-062-20W5/00,CHEVRON HZ KAYBOBS 15-8-62-20,2018,54.3291006982,-116.9163293506,0489949 | 100/15-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489950,CHEVRON CANADA LIMITED,10,7135.0M,E 792.2M,DUVERNAY,877.3M,0489950,07,N 719.3M,GAS,06-03-062-20W5,PRODUCTION,100/16-08-062-20W5/00,CHEVRON HZ KAYBOBS 16-8-62-20,2018,54.3291006982,-116.9163293506,0489950 | 100/16-08-062-20W5/00 | CHEVRON CANADA LIMITED
0489951,CHEVRON CANADA LIMITED,10,6610.0M,W 799.0M,DUVERNAY,877.9M,0489951,07,N 719.2M,GAS,07-03-062-20W5,PRODUCTION,100/13-09-062-20W5/00,CHEVRON HZ KAYBOBS 13-9-62-20,2018,54.3290986946001,-116.9039872676,0489951 | 100/13-09-062-20W5/00 | CHEVRON CANADA LIMITED
0489952,CHEVRON CANADA LIMITED,10,6870.0M,E 799.5M,DUVERNAY,877.5M,0489952,07,N 719.2M,GAS,06-03-062-20W5,PRODUCTION,102/13-09-062-20W5/00,CHEVRON 102 HZ KAYBOBS 13-9-62-20,2018,54.3291006982,-116.9163293506,0489952 | 102/13-09-062-20W5/00 | CHEVRON CANADA LIMITED
0489953,CHEVRON CANADA LIMITED,10,6380.0M,W 791.7M,DUVERNAY,878.4M,0489953,07,N 719.2M,GAS,07-03-062-20W5,PRODUCTION,100/14-09-062-20W5/00,CHEVRON HZ KAYBOBS 14-9-62-20,2018,54.3290986946001,-116.9039872676,0489953 | 100/14-09-062-20W5/00 | CHEVRON CANADA LIMITED
0489954,CHEVRON CANADA LIMITED,10,6157.0M,W 784.3M,DUVERNAY,878.8M,0489954,07,N 719.2M,GAS,07-03-062-20W5,PRODUCTION,100/15-09-062-20W5/00,CHEVRON HZ KAYBOBS 15-9-62-20,2018,54.3290986946001,-116.9039872676,0489954 | 100/15-09-062-20W5/00 | CHEVRON CANADA LIMITED
0489955,CHEVRON CANADA LIMITED,10,5730.0M,W 777.0M,DUVERNAY,878.6M,0489955,07,N 719.2M,GAS,07-03-062-20W5,PRODUCTION,100/16-09-062-20W5/00,CHEVRON HZ KAYBOBS 16-9-62-20,2018,54.3290986946001,-116.9039872676,0489955 | 100/16-09-062-20W5/00 | CHEVRON CANADA LIMITED
0489956,CHEVRON CANADA LIMITED,10,5330.0M,W 769.7M,DUVERNAY,878.7M,0489956,07,N 719.2M,GAS,07-03-062-20W5,PRODUCTION,100/13-10-062-20W5/00,CHEVRON HZ KAYBOBS 13-10-62-20,2018,54.3290986946001,-116.9039872676,0489956 | 100/13-10-062-20W5/00 | CHEVRON CANADA LIMITED
0489957,HARVEST OPERATIONS CORP.,10,4671.9M,E 156.2M,MONTNEY,867.4M,0489957,07,N 248.0M,GAS,04-12-065-06W6,PRODUCTION,103/04-01-065-06W6/00,HARVEST 03 HZ WAPITI 4-1-65-6,2018,54.6056188812001,-118.7704629644,0489957 | 103/04-01-065-06W6/00 | HARVEST OPERATIONS CORP.
0489958,ENERPLUS CORPORATION,10,1820.0M,E 635.9M,GLAUCONITIC,655.3M,0489958,07,S 270.2M,WATER,14-04-013-05W4,INJECTION,103/05-09-013-05W4/00,ENERPLUS CORP 05HZ MEDHAT,2018,50.0567191562001,-110.6326976894,0489958 | 103/05-09-013-05W4/00 | ENERPLUS CORPORATION
0489959,ANEGADA OIL CORP.,10,3500.0M,E 473.7M,LAKE,784.3M,0489959,07,N 85.0M,OIL,03-12-075-10W6,CRUDE,100/03-01-075-10W6/00,ANEGADA HZ 3B VALHALLA 3-1-75-10,2018,55.4780504936001,-119.4119833502,0489959 | 100/03-01-075-10W6/00 | ANEGADA OIL CORP.
0489960,ANEGADA OIL CORP.,10,3500.0M,E 498.7M,LAKE,784M,0489960,07,N 40.0M,OIL,03-12-075-10W6,CRUDE,100/14-12-075-10W6/00,ANEGADA HZ 14C VALHALLA 14-12-75-10,2018,55.4780504936001,-119.4119833502,0489960 | 100/14-12-075-10W6/00 | ANEGADA OIL CORP.
0489961,RISING STAR RESOURCES LTD.,10,3100.0M,W 463.3M,LAKE,638.5M,0489961,07,N 728.5M,OIL,07-09-079-07W6,CRUDE,102/08-10-079-07W6/00,R S R HZ MIRAGE 8-10-79-7,2018,55.8274477898001,-119.0210895142,0489961 | 102/08-10-079-07W6/00 | RISING STAR RESOURCES LTD.
