,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT,TEXT
0490219,KARVE ENERGY INC.,26,1633.0M,150.1M W,VIKING,814.1M,0490219,07,102/08-27-035-08W4/00 S,OIL,16-22-035-08W4,CRUDE,102/08-27-035-08W4/00,KARVE 102 HZ PROVOST 8-27-35-8,2018,52.0207825398001,-111.0550270154,0490219 | 102/08-27-035-08W4/00 | KARVE ENERGY INC.
0490220,VELVET ENERGY LTD.,26,5500.0M,E 116.4M,MANNVILLE,900.6M,0490220,07,S 365.1M,GAS,13-13-055-15W5,PRODUCTION,100/09-18-055-14W5/00,VELVET HZ MCLEOD 9-18-55-14,2018,53.7542324408001,-116.0977788414,0490220 | 100/09-18-055-14W5/00 | VELVET ENERGY LTD.
0490221,VELVET ENERGY LTD.,26,5500.0M,E 126.4M,MANNVILLE,900.7M,0490221,07,S 365.1M,GAS,13-13-055-15W5,PRODUCTION,100/13-15-055-15W5/00,VELVET HZ MCLEOD 13-15-55-15,2018,53.7542324408001,-116.0977788414,0490221 | 100/13-15-055-15W5/00 | VELVET ENERGY LTD.
0490222,ANEGADA OIL CORP.,26,3450.0M,W 50.0M,LAKE,735.4M,0490222,07,N 538.4M,OIL,08-35-073-08W6,CRUDE,100/05-31-073-07W6/00,ANEGADA HZ 5D GRANDPR 5-31-73-7,2018,55.3617862710001,-119.105371001,0490222 | 100/05-31-073-07W6/00 | ANEGADA OIL CORP.
0490223,ANEGADA OIL CORP.,26,3450.0M,W 50.0M,LAKE,734.8M,0490223,07,N 513.4M,OIL,08-35-073-08W6,CRUDE,100/04-31-073-07W6/00,ANEGADA HZ 4A GRANDPR 4-31-73-7,2018,55.3617862710001,-119.105371001,0490223 | 100/04-31-073-07W6/00 | ANEGADA OIL CORP.
0490224,CHEVRON CANADA LIMITED,26,6715.0M,W 395.0M,DUVERNAY,864M,0490224,07,N 18.4M,GAS,02-24-062-21W5,PRODUCTION,100/07-07-062-20W5/00,CHEVRON HZ KAYBOBS 7-7-62-20,2018,54.3725955154001,-117.0039847568,0490224 | 100/07-07-062-20W5/00 | CHEVRON CANADA LIMITED
0490225,CHEVRON CANADA LIMITED,26,6675.0M,W 390.7M,DUVERNAY,864M,0490225,07,N 24.3M,GAS,02-24-062-21W5,PRODUCTION,104/08-07-062-20W5/00,CHEVRON 104 HZ KAYBOBS 8-7-62-20,2018,54.3725955154001,-117.0039847568,0490225 | 104/08-07-062-20W5/00 | CHEVRON CANADA LIMITED
0490226,CHEVRON CANADA LIMITED,26,6740.0M,W 386.4M,DUVERNAY,864M,0490226,07,N 30.2M,GAS,02-24-062-21W5,PRODUCTION,100/09-07-062-20W5/00,CHEVRON HZ KAYBOBS 9-7-62-20,2018,54.3725955154001,-117.0039847568,0490226 | 100/09-07-062-20W5/00 | CHEVRON CANADA LIMITED
0490227,CHEVRON CANADA LIMITED,26,6600.0M,W 382.1M,DUVERNAY,864M,0490227,07,N 36.2M,GAS,01-24-062-21W5,PRODUCTION,104/12-08-062-20W5/00,CHEVRON 104 HZ KAYBOBS 12-8-62-20,2018,54.3725955154001,-117.0039847568,0490227 | 104/12-08-062-20W5/00 | CHEVRON CANADA LIMITED
0490228,CHEVRON CANADA LIMITED,26,6600.0M,W 377.9M,DUVERNAY,864M,0490228,07,N 42.1M,GAS,01-24-062-21W5,PRODUCTION,102/13-08-062-20W5/00,CHEVRON 102 HZ KAYBOBS 13-8-62-20,2018,54.3725955154001,-117.0039847568,0490228 | 102/13-08-062-20W5/00 | CHEVRON CANADA LIMITED
0490229,CHEVRON CANADA LIMITED,26,6660.0M,W 373.6M,DUVERNAY,864M,0490229,07,N 48.0M,GAS,01-24-062-21W5,PRODUCTION,102/14-08-062-20W5/00,CHEVRON 102 HZ KAYBOBS 14-8-62-20,2018,54.3725955154001,-117.0039847568,0490229 | 102/14-08-062-20W5/00 | CHEVRON CANADA LIMITED
0490230,SURGE ENERGY INC.,26,3950.0M,E 482.0M,DOIG,724.3M,0490230,07,S 359.1M,OIL,14-32-073-08W6,CRUDE,102/11-29-073-08W6/00,SURGE ENERGY 102 VALHALLA 11-29-73-8,2018,55.3690049094001,-119.1949248312,0490230 | 102/11-29-073-08W6/00 | SURGE ENERGY INC.
0490231,CENOVUS FCCL LTD.,26,2134.0M,635.6M W,MCMURRAY,594M,0490231,07,105/09-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,105/09-06-076-05W4/00,CVE FCCL B23I01 KIRBY 9-6-76-5,2018,55.5497109648001,-110.7846940856,0490231 | 105/09-06-076-05W4/00 | CENOVUS FCCL LTD.
0490232,CENOVUS FCCL LTD.,26,2024.0M,625.6M W,MCMURRAY,594M,0490232,07,106/09-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,106/09-06-076-05W4/00,CVE FCCL B23I02 KIRBY 9-6-76-5,2018,55.5497109648001,-110.7846940856,0490232 | 106/09-06-076-05W4/00 | CENOVUS FCCL LTD.
0490233,CENOVUS FCCL LTD.,26,1992.0M,615.6M W,MCMURRAY,593.9M,0490233,07,106/08-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,106/08-06-076-05W4/00,CVE FCCL B23I03 KIRBY 8-6-76-5,2018,55.5497109648001,-110.7846940856,0490233 | 106/08-06-076-05W4/00 | CENOVUS FCCL LTD.
0490234,CENOVUS FCCL LTD.,26,1982.0M,605.6M W,MCMURRAY,593.9M,0490234,07,107/08-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,107/08-06-076-05W4/00,CVE FCCL B23I04 KIRBY 8-6-76-5,2018,55.5497109648001,-110.7846940856,0490234 | 107/08-06-076-05W4/00 | CENOVUS FCCL LTD.
0490235,CENOVUS FCCL LTD.,26,1989.0M,595.6M W,MCMURRAY,594M,0490235,07,108/08-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,108/08-06-076-05W4/00,CVE FCCL B23I05 KIRBY 8-6-76-5,2018,55.5497109648001,-110.7846940856,0490235 | 108/08-06-076-05W4/00 | CENOVUS FCCL LTD.
0490236,CENOVUS FCCL LTD.,26,2020.0M,585.6M W,MCMURRAY,594M,0490236,07,109/08-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,109/08-06-076-05W4/00,CVE FCCL B23I06 KIRBY 8-6-76-5,2018,55.5497109648001,-110.7846940856,0490236 | 109/08-06-076-05W4/00 | CENOVUS FCCL LTD.
0490237,CENOVUS FCCL LTD.,26,2111.0M,575.6M W,MCMURRAY,594.1M,0490237,07,104/01-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,104/01-06-076-05W4/00,CVE FCCL B23I07 KIRBY 1-6-76-5,2018,55.5497109648001,-110.7846940856,0490237 | 104/01-06-076-05W4/00 | CENOVUS FCCL LTD.
0490238,CENOVUS FCCL LTD.,26,2166.0M,565.6M W,MCMURRAY,593.9M,0490238,07,105/01-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,105/01-06-076-05W4/00,CVE FCCL B23I08 KIRBY 1-6-76-5,2018,55.5497109648001,-110.7846940856,0490238 | 105/01-06-076-05W4/00 | CENOVUS FCCL LTD.
0490239,CENOVUS FCCL LTD.,26,2225.0M,555.6M W,MCMURRAY,593.9M,0490239,07,106/01-06-076-05W4/00 N,WATER,08-01-076-06W4,INJECTION,106/01-06-076-05W4/00,CVE FCCL B23I09 KIRBY 1-6-76-5,2018,55.5497109648001,-110.7846940856,0490239 | 106/01-06-076-05W4/00 | CENOVUS FCCL LTD.
0490240,HUSKY OIL OPERATIONS LIMITED,26,3625.0M,E 391.1M,MUSKEG,479.4M,0490240,07,N 780.8M,OIL,05-18-108-08W6,CRUDE,100/06-17-108-08W6/00,HUSKY HZ RAINBOWS 6-17-108-8,2018,58.370574794,-119.3281967414,0490240 | 100/06-17-108-08W6/00 | HUSKY OIL OPERATIONS LIMITED
0490241,CALTEX RESOURCES LTD.,26,1650.0M,640.0M E,LLOYDMINSTER,660.9M,0490241,07,104/10-21-037-01W4/00 S,WATER,12-22-037-01W4,INJECTION,104/10-21-037-01W4/00,CALTEX_RES 104 IN PROVOST,2018,52.1953597646001,-110.0667565502,0490241 | 104/10-21-037-01W4/00 | CALTEX RESOURCES LTD.
0490242,CANADIAN NATURAL RESOURCES LIMITED,26,1900.0M,194.8M W,WABISKAW,619.6M,0490242,07,104/04-14-082-22W4/00 S,BITUMEN,16-15-082-22W4,CRUDE,104/04-14-082-22W4/00,CNRL SW17-4B BRINT 4-14-82-22,2018,56.1101572452001,-113.3493033666,0490242 | 104/04-14-082-22W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490243,CANADIAN NATURAL RESOURCES LIMITED,26,2150.0M,194.8M W,WABISKAW,619.6M,0490243,07,102/13-23-082-22W4/00 S,BITUMEN,16-15-082-22W4,CRUDE,102/13-23-082-22W4/00,CNRL SW17-13B BRINT 13-23-82-22,2018,56.1101572452001,-113.3493033666,0490243 | 102/13-23-082-22W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490244,CANADIAN NATURAL RESOURCES LIMITED,26,1925.0M,194.8M W,WABISKAW,619.6M,0490244,07,104/16-22-082-22W4/00 S,BITUMEN,16-15-082-22W4,CRUDE,104/16-22-082-22W4/00,CNRL SW17-16B BRINT 16-22-82-22,2018,56.1101572452001,-113.3493033666,0490244 | 104/16-22-082-22W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490245,PEYTO EXPLORATION & DEVELOPMENT CORP.,30,4080.0M,E 377.0M,CARDIUM,1176.4M,0490245,07,S 1628.7M,GAS,04-06-044-14W5,PRODUCTION,102/13-06-044-14W5/00,PEYTO BRAZR 13-6-44-14,2018,52.758406636,-116.0226946208,0490245 | 102/13-06-044-14W5/00 | PEYTO EXPLORATION & DEVELOPMENT CORP.
0490246,PREDATOR OIL LTD.,30,2720.0M,E 213.6M,CLEARWATER,755.5M,0490246,07,S 233.4M,OIL,13-26-076-07W5,CRUDE,100/13-25-076-07W5/00,PRED NIPISI 13-25-76-7,2018,55.6161348094,-114.9741329832,0490246 | 100/13-25-076-07W5/00 | PREDATOR OIL LTD.
0490247,PREDATOR OIL LTD.,30,2720.0M,E 218.6M,CLEARWATER,756.1M,0490247,07,S 242.1M,OIL,13-26-076-07W5,CRUDE,102/13-25-076-07W5/00,PRED 102 NIPISI 13-25-76-7,2018,55.6161348094,-114.9741329832,0490247 | 102/13-25-076-07W5/00 | PREDATOR OIL LTD.
0490248,TOURMALINE OIL CORP.,30,4900.0M,W 484.4M,RIVER,1095.7M,0490248,07,N 522.7M,GAS,07-36-054-23W5,PRODUCTION,100/02-25-054-23W5/00,TOURMALINE HZ SUNDANCE 2-25-54-23,2018,53.7030571348001,-117.2468232954,0490248 | 100/02-25-054-23W5/00 | TOURMALINE OIL CORP.
0490249,TOURMALINE OIL CORP.,30,4750.0M,W 488.7M,RIVER,1096M,0490249,07,N 520.3M,GAS,07-36-054-23W5,PRODUCTION,100/03-25-054-23W5/00,TOURMALINE HZ SUNDANCE 3-25-54-23,2018,53.7030571348001,-117.2468232954,0490249 | 100/03-25-054-23W5/00 | TOURMALINE OIL CORP.
0490250,PREDATOR OIL LTD.,30,1600.0M,W 174.0M,CLEARWATER,704.4M,0490250,07,N 40.0M,OIL,01-14-063-26W4,CRUDE,100/01-13-063-26W4/00,PRED JARVIE 1-13-63-26,2018,54.4433224340001,-113.8140209274,0490250 | 100/01-13-063-26W4/00 | PREDATOR OIL LTD.
0490251,CANADIAN NATURAL RESOURCES LIMITED,31,769.0M,795.4M E,SPARKY,654.9M,0490251,07,105/07-26-065-07W4/00 S,BITUMEN,11-26-065-07W4,CRUDE,105/07-26-065-07W4/00,CNRL 7D WOLF LK 7-26-65-7,2018,54.6548256068001,-110.9534433804,0490251 | 105/07-26-065-07W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490252,CANADIAN NATURAL RESOURCES LIMITED,31,691.6M,776.6M E,REX,605.6M,0490252,07,100/04-04-061-03W4/00 N,BITUMEN,05-04-061-03W4,CRUDE,100/04-04-061-03W4/00,CNRL 4C BEAVRDM,2018,54.2403531896001,-110.3952721712,0490252 | 100/04-04-061-03W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490253,CANADIAN NATURAL RESOURCES LIMITED,31,691.5M,781.7M E,REX,605.6M,0490253,07,100/03-04-061-03W4/00 N,BITUMEN,05-04-061-03W4,CRUDE,100/03-04-061-03W4/00,CNRL 3C BEAVRDM,2018,54.2403531896001,-110.3952721712,0490253 | 100/03-04-061-03W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490254,CANADIAN NATURAL RESOURCES LIMITED,31,634.4M,786.5M E,REX,605.6M,0490254,07,100/06-04-061-03W4/00 N,BITUMEN,05-04-061-03W4,CRUDE,100/06-04-061-03W4/00,CNRL 6D BEAVRDM,2018,54.2403531896001,-110.3952721712,0490254 | 100/06-04-061-03W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490255,CANADIAN NATURAL RESOURCES LIMITED,31,647.6M,239.0M W,LLOYDMINSTER,661.1M,0490255,07,102/07-02-059-03W4/00 N,BITUMEN,02-02-059-03W4,CRUDE,102/07-02-059-03W4/00,CNRL 7A BEAVRDM 7-2-59-3,2018,54.0654857411667,-110.333142380667,0490255 | 102/07-02-059-03W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490256,CREW ENERGY INC.,31,2170.0M,396.5M E,SPARKY,653.8M,0490256,07,103/12-24-048-06W4/00 S,OIL,13-19-048-05W4,CRUDE,103/12-24-048-06W4/00,CREW 102 HZ WILDMERE 12-24-48-6,2018,53.1556337232001,-110.726721113,0490256 | 103/12-24-048-06W4/00 | CREW ENERGY INC.
