,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0487950,PRAIRIE PROVIDENT RESOURCES CANADA LTD.,01,3016.0M,85.0M W,ELLERSLIE,846.8M,0487950,02,100/13-35-027-21W4/00 S,OIL,16-27-027-21W4,CRUDE,100/13-35-027-21W4/00,PPR HZ WAYNE,2018,51.3375023368,-112.867083661
0487951,CANADIAN NATURAL RESOURCES LIMITED,01,590.0M,378.5M E,REX,600.3M,0487951,02,102/11-04-061-03W4/00 S,BITUMEN,13-04-061-03W4,CRUDE,102/11-04-061-03W4/00,CNRL 11B BEAVRDM,2018,54.2475916652001,-110.395238297
0487952,CANADIAN NATURAL RESOURCES LIMITED,01,651.0M,352.0M E,REX,600.3M,0487952,02,103/14-04-061-03W4/00 S,BITUMEN,13-04-061-03W4,CRUDE,103/14-04-061-03W4/00,CNRL 14D BEAVRDM,2018,54.2475916652001,-110.395238297
0487953,CANADIAN NATURAL RESOURCES LIMITED,01,581.0M,365.5M E,REX,600.3M,0487953,02,104/14-04-061-03W4/00 S,BITUMEN,13-04-061-03W4,CRUDE,104/14-04-061-03W4/00,CNRL 14A BEAVRDM,2018,54.2475916652001,-110.395238297
0487954,CARDINAL ENERGY LTD.,01,1050.0M,W 313.0M,MANNVILLE,774.4M,0487954,02,S 152.0M,OIL,16-09-018-11W4,CRUDE,103/16-09-018-11W4/00,CARDINAL 103 ALDSON 16-9-18-11,2018,50.5078847252,-111.450374482
0487955,ORLEN UPSTREAM CANADA LTD.,01,5252.0M,E 125.1M,CARDIUM,1046.9M,0487955,02,S 704.3M,GAS,12-18-039-08W5,PRODUCTION,100/09-17-039-08W5/00,OUC HZ FERRIER 9-17-39-8,2018,52.358097888,-115.1431379324
0487956,XTO ENERGY CANADA ULC,01,6530.0M,E 138.4M,DUVERNAY,987.4M,0487956,02,N 457.7M,GAS,05-01-061-20W5,PRODUCTION,100/08-26-060-20W5/00,XTO C10 KAYBOBS 8-26-60-20,2018,54.2417852390001,-116.8663404
0487957,TORXEN RESOURCES LTD.,01,2721.1M,456.0M E,ELLERSLIE,727.2M,0487957,02,103/09-25-020-13W4/00 S,OIL,12-24-020-13W4,CRUDE,103/09-25-020-13W4/00,TORXEN 103 HZ PRIN,2018,50.7116837092001,-111.6802138988
0487958,TORXEN RESOURCES LTD.,01,2476.0M,471.0M E,ELLERSLIE,727.2M,0487958,02,102/13-23-020-13W4/00 S,OIL,12-24-020-13W4,CRUDE,102/13-23-020-13W4/00,TORXEN 102 HZ VERGER,2018,50.7116837092001,-111.6802138988
0487959,BOULDER ENERGY LTD.,01,3915.0M,W 538.6M,RIVER,1168.6M,0487959,02,S 626.6M,OIL,10-12-048-16W5,CRUDE,100/15-13-048-16W5/00,BLDR 10B-12 HZ PECO 15-13-48-16,2018,53.1290355144001,-116.198090305
0487960,BOULDER ENERGY LTD.,01,4755.0M,W 550.3M,RIVER,1168.6M,0487960,02,S 617.2M,OIL,10-12-048-16W5,CRUDE,100/14-08-048-15W5/00,BLDR 10C-12 HZ PECO 14-8-48-15,2018,53.1290355144001,-116.198090305
0487961,IMPERIAL OIL RESOURCES LIMITED,01,2066.2M,328.4M W,CLEARWATER,648.7M,0487961,02,102/16-03-065-03W4/00 S,WATER,16-34-064-03W4,INJECTION,102/16-03-065-03W4/00,IMP V05-H25 ETHELLK 16-3-65-3,2018,54.5820493976001,-110.3613722302
0487962,IMPERIAL OIL RESOURCES LIMITED,01,1746.2M,333.9M W,CLEARWATER,648.7M,0487962,02,105/09-03-065-03W4/00 S,WATER,16-34-064-03W4,INJECTION,105/09-03-065-03W4/00,IMP V05-H29 ETHELLK 9-3-65-3,2018,54.5820493976001,-110.3613722302
0487963,IMPERIAL OIL RESOURCES LIMITED,01,1790.2M,337.6M W,CLEARWATER,648.9M,0487963,02,104/12-02-065-03W4/00 S,WATER,16-34-064-03W4,INJECTION,104/12-02-065-03W4/00,IMP V05-H30 ETHELLK 12-2-65-3,2018,54.5820493976001,-110.3613722302
0487964,IMPERIAL OIL RESOURCES LIMITED,01,1817.2M,338.5M W,CLEARWATER,648.9M,0487964,02,105/12-02-065-03W4/00 S,WATER,16-34-064-03W4,INJECTION,105/12-02-065-03W4/00,IMP V05-H31 ETHELLK 12-2-65-3,2018,54.5820493976001,-110.3613722302
0487965,IMPERIAL OIL RESOURCES LIMITED,01,1905.2M,341.2M W,CLEARWATER,650.6M,0487965,02,106/12-02-065-03W4/00 S,WATER,16-34-064-03W4,INJECTION,106/12-02-065-03W4/00,IMP V05-H33 ETHELLK 12-2-65-3,2018,54.5820493976001,-110.3613722302
