,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
489850,CANADIAN NATURAL RESOURCES LIMITED,4,466.6M,737.2M W,REX,556.7M,489850,7,103/06-01-061-05W4/00 N,BITUMEN,07-01-061-05W4,CRUDE,103/06-01-061-05W4/00,CNRL 6D BNNYVLLE 6-1-61-5,2018,54.24036777,-110.6078475
489851,CANADIAN NATURAL RESOURCES LIMITED,4,437.2M,735.0M W,REX,556.7M,489851,7,100/07-01-061-05W4/00 N,BITUMEN,07-01-061-05W4,CRUDE,100/07-01-061-05W4/00,CNRL 7C BNNYVLLE 7-1-61-5,2018,54.24036777,-110.6078475
489852,CANADIAN NATURAL RESOURCES LIMITED,4,496.3M,730.2M W,REX,556.7M,489852,7,100/10-01-061-05W4/00 N,BITUMEN,07-01-061-05W4,CRUDE,100/10-01-061-05W4/00,CNRL 10B BNNYVLLE 10-1-61-5,2018,54.24036777,-110.6078475
489853,CANADIAN NATURAL RESOURCES LIMITED,4,520.0M,770.9M W,PETROLEUM,661.9M,489853,7,102/10-28-056-02W4/00 S,BITUMEN,10-28-056-02W4,CRUDE,102/10-28-056-02W4/00,CNRL 10A FROG LK 10-28-56-2,2018,53.86939267,-110.2307711
489854,CANADIAN NATURAL RESOURCES LIMITED,4,626.0M,770.9M W,PETROLEUM,662.1M,489854,7,100/09-28-056-02W4/00 S,BITUMEN,10-28-056-02W4,CRUDE,100/09-28-056-02W4/00,CNRL 9C FROG LK 9-28-56-2,2018,53.86939267,-110.2307711
489855,CANADIAN NATURAL RESOURCES LIMITED,4,598.0M,765.9M W,PETROLEUM,661.4M,489855,7,100/08-28-056-02W4/00 S,BITUMEN,09-28-056-02W4,CRUDE,100/08-28-056-02W4/00,CNRL 8D FROG LK 8-28-56-2,2018,53.86939267,-110.2307711
489856,CANADIAN NATURAL RESOURCES LIMITED,4,633.0M,770.9M W,PETROLEUM,661.9M,489856,7,100/07-28-056-02W4/00 S,BITUMEN,10-28-056-02W4,CRUDE,100/07-28-056-02W4/00,CNRL 7C FROG LK 7-28-56-2,2018,53.86939267,-110.2307711
489857,CANADIAN NATURAL RESOURCES LIMITED,4,609.0M,769.7M W,PETROLEUM,661.3M,489857,7,102/09-28-056-02W4/00 S,BITUMEN,09-28-056-02W4,CRUDE,102/09-28-056-02W4/00,CNRL 9A FROG LK 9-28-56-2,2018,53.86939267,-110.2307711
489858,CANADIAN NATURAL RESOURCES LIMITED,4,608.0M,777.1M W,PETROLEUM,663.1M,489858,7,103/10-28-056-02W4/00 S,BITUMEN,10-28-056-02W4,CRUDE,103/10-28-056-02W4/00,CNRL 10B FROG LK 10-28-56-2,2018,53.86939267,-110.2307711
489859,CANADIAN NATURAL RESOURCES LIMITED,4,587.0M,769.7M W,PETROLEUM,661.6M,489859,7,102/08-28-056-02W4/00 S,BITUMEN,09-28-056-02W4,CRUDE,102/08-28-056-02W4/00,CNRL 8B FROG LK 8-28-56-2,2018,53.86939267,-110.2307711
489860,CANADIAN NATURAL RESOURCES LIMITED,4,764.0M,627.0M E,CUMMINGS,606.1M,489860,7,100/05-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,100/05-14-055-03W4/00,CNRL 5A FROG LK 5-14-55-3,2018,53.75294231,-110.3419569
