,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0487549,PRAIRIE STORM ENERGY CORP.,05,4000.0M,W 323.7M,CARDIUM,978.2M,0487549,01,N 436.6M,OIL,08-10-040-05W5,CRUDE,102/02-03-040-05W5/00,PSEC 102 HZ WILLGR,2018,52.4227512060001,-114.627945756
0487550,TOURMALINE OIL CORP.,05,4692.0M,W 121.0M,RIVER,980.8M,0487550,01,S 175.0M,GAS,16-16-051-18W5,PRODUCTION,100/08-15-051-18W5/00,TOURMALINE HZ EDSON 8-15-51-18,2018,53.4051674812001,-116.583567465
0487551,BONTERRA ENERGY CORP.,05,3200.0M,W 241.5M,CARDIUM,861.9M,0487551,01,N 522.3M,OIL,08-05-048-05W5,CRUDE,102/08-04-048-05W5/00,BONTERRA 102 HZ PEMBINA 8-4-48-5,2018,53.1066873584001,-114.6867704666
0487552,BONTERRA ENERGY CORP.,05,3200.0M,W 251.5M,CARDIUM,862.1M,0487552,01,N 522.3M,OIL,08-05-048-05W5,CRUDE,100/01-04-048-05W5/00,BONTERRA HZ PEMBINA 1-4-48-5,2018,53.1066873584001,-114.6867704666
0487553,TOURMALINE OIL CORP.,05,4492.5M,W 121.0M,RIVER,981M,0487553,01,S 170.0M,GAS,16-16-051-18W5,PRODUCTION,100/13-21-051-18W5/00,TOURMALINE HZ EDSON 13-21-51-18,2018,53.4051674812001,-116.583567465
0487554,WHITECAP RESOURCES INC.,05,3450.0M,E 556.1M,CARDIUM,874.9M,0487554,01,N 141.3M,OIL,03-05-067-08W6,CRUDE,100/04-06-067-08W6/00,WHITECAP HZ WAPITI 4-6-67-8,2018,54.7650684898572,-119.184809294571
0487555,WHITECAP RESOURCES INC.,05,3315.0M,E 563.3M,CARDIUM,875.1M,0487555,01,N 134.4M,OIL,03-05-067-08W6,CRUDE,100/06-04-067-08W6/00,WHITECAP HZ WAPITI 6-4-67-8,2018,54.7650684898572,-119.184809294571
0487556,WHITECAP RESOURCES INC.,05,3750.0M,E 570.6M,CARDIUM,875.4M,0487556,01,N 127.5M,OIL,03-05-067-08W6,CRUDE,102/14-33-066-08W6/00,WHITECAP 102 HZ WAPITI 14-33-66-8,2018,54.7650684898572,-119.184809294571
0487557,TAMARACK ACQUISITION CORP.,05,1256.0M,W 728.7M,ELLERSLIE,617.9M,0487557,01,S 370.1M,OIL,15-09-056-20W4,CRUDE,108/11-09-056-20W4/00,TAC 15-09 HZ 108 REDWATER,2018,53.8266784374001,-112.9040126284
0487558,TAMARACK ACQUISITION CORP.,05,1160.0M,W 462.9M,ELLERSLIE,616.7M,0487558,01,S 217.3M,OIL,15-09-056-20W4,CRUDE,103/16-09-056-20W4/00,TAC 15-9 HZ 103 REDWATER,2018,53.8266784374001,-112.9040126284
0487559,TAMARACK ACQUISITION CORP.,05,1213.0M,W 473.0M,ELLERSLIE,616.6M,0487559,01,S 216.9M,OIL,15-09-056-20W4,CRUDE,104/15-09-056-20W4/00,TAC 15-9 HZ 104 REDWATER,2018,53.8266784374001,-112.9040126284
0412788,CENOVUS FCCL LTD.,08,1420.0M,655.0M E,MCMURRAY,667.8M,0412788,01,110/01-20-070-04W4/02 S,BITUMEN,12-21-070-04W4,CRUDE,110/01-20-070-04W4/02,CVE FCCL W01P06 FISHER 1-20-70-4,2018,55.0764879190001,-110.554666611
0438696,CENOVUS FCCL LTD.,08,1630.0M,427.9M W,MCMURRAY,669.2M,0438696,01,102/05-20-070-04W4/02 S,BITUMEN,10-19-070-04W4,CRUDE,102/05-20-070-04W4/02,CVE FCCL W06P01 FISHER 5-20-70-4,2018,55.0764788038001,-110.5929572806
0456444,CONOCOPHILLIPS CANADA RESOURCES CORP.,08,1765.0M,254.2M W,MCMURRAY,579.2M,0456444,01,113/06-14-083-06W4/02 N,BITUMEN,01-22-083-06W4,CRUDE,113/06-14-083-06W4/02,COPRC HZ 2643P05STK NEWBY 6-14-83-6,2018,56.2041068494001,-110.8513744954
0487560,SECURE ENERGY SERVICES INC.,08,4027.0M,W 435.9M,LEDUC,774.6M,0487560,01,S 614.1M,WATER,10-36-066-06W6,INJECTION,100/09-36-066-06W6/00,SECURE ELM 9-36-66-6,2018,54.7582535496001,-118.758022231
0487561,DEVON CANADA CORPORATION,08,479.0M,466.2M W,WOODBEND,610.6M,0487561,01,1AA/02-31-075-05W4/00 N,BITUMEN,07-31-075-05W4,CRUDE,1AA/02-31-075-05W4/00,DEVON 2C KIRBY 2-31-75-5,2018,55.5350318314,-110.7588123954
0487562,DEVON CANADA CORPORATION,08,539.0M,420.5M E,WOODBEND,612.5M,0487562,01,1AB/06-04-076-05W4/00 N,BITUMEN,06-04-076-05W4,CRUDE,1AB/06-04-076-05W4/00,DEVON 6C KIRBY 6-4-76-5,2018,55.5497315182001,-110.7198303374
0487563,DEVON CANADA CORPORATION,08,473.0M,631.7M W,WOODBEND,605.4M,0487563,01,1AA/07-04-076-05W4/00 N,BITUMEN,07-04-076-05W4,CRUDE,1AA/07-04-076-05W4/00,DEVON 7C KIRBY 7-4-76-5,2018,55.5497324798001,-110.7070488042
0487564,DEVON CANADA CORPORATION,08,481.0M,746.9M W,WOODBEND,613.4M,0487564,01,1AA/10-05-076-05W4/00 S,BITUMEN,10-05-076-05W4,CRUDE,1AA/10-05-076-05W4/00,DEVON 10A KIRBY 10-5-76-5,2018,55.5569019810001,-110.7329304122
0487565,DEVON CANADA CORPORATION,08,1901.0M,104.9M W,COLONY,556.3M,0487565,01,100/16-27-063-05W4/00 N,BITUMEN,01-33-063-05W4,CRUDE,100/16-27-063-05W4/00,DEVON 16D HZ WOLF LK 16-27-63-5,2018,54.4874924062001,-110.6891111596
0487566,GEAR ENERGY LTD.,08,1400.0M,201.3M W,PETROLEUM,644.5M,0487566,01,100/13-29-048-05W4/00 S,OIL,15-29-048-05W4,CRUDE,100/13-29-048-05W4/00,GEAR 2HZ WILDMERE 13-29-48-5,2018,53.1702480734001,-110.690375725
0487567,GEAR ENERGY LTD.,08,1400.0M,211.5M W,PETROLEUM,644.3M,0487567,01,102/13-29-048-05W4/00 S,OIL,15-29-048-05W4,CRUDE,102/13-29-048-05W4/00,GEAR 2HZ 102 WILDMERE 13-29-48-5,2018,53.1702480734001,-110.690375725
0487568,GEAR ENERGY LTD.,08,1400.0M,221.7M W,PETROLEUM,643.8M,0487568,01,100/12-29-048-05W4/00 S,OIL,15-29-048-05W4,CRUDE,100/12-29-048-05W4/00,GEAR 2HZ WILDMERE 12-29-48-5,2018,53.1702480734001,-110.690375725
0487569,DEVON CANADA CORPORATION,08,1590.0M,188.4M W,SPARKY,557.2M,0487569,01,104/14-19-063-06W4/00 S,BITUMEN,15-24-063-07W4,CRUDE,104/14-19-063-06W4/00,DEVON 14D HZ WOLF LK 14-19-63-6,2018,54.4656417096001,-110.9158044994
0487570,CANAMAX ENERGY LTD.,08,2500.0M,E 70.1M,MONTNEY,711.5M,0487570,01,S 264.8M,OIL,13-22-085-24W5,CRUDE,100/04-21-085-24W5/00,CANAMAX HZ FLOOD 4-21-85-24,2018,56.3877950834001,-117.7052954914
0487571,CANAMAX ENERGY LTD.,08,2500.0M,E 70.1M,MONTNEY,711.4M,0487571,01,S 309.8M,OIL,13-22-085-24W5,CRUDE,100/03-21-085-24W5/00,CANAMAX HZ FLOOD 3-21-85-24,2018,56.3877950834001,-117.7052954914
0487572,KELT EXPLORATION LTD.,08,4850.0M,W 701.8M,MONTNEY,732.8M,0487572,01,S 739.4M,GAS,10-28-073-07W6,PRODUCTION,100/03-04-074-07W6/00,KELT EXP HZ LA GLACE 3-4-74-7,2018,55.3546008024001,-119.0028331964
0487573,DEVON CANADA CORPORATION,09,509.0M,186.5M E,WOODBEND,600M,0487573,01,1AA/14-05-076-05W4/00 S,BITUMEN,14-05-076-05W4,CRUDE,1AA/14-05-076-05W4/00,DEVON 14B KIRBY 14-5-76-5,2018,55.5568984264,-110.7457119122
0487574,CANADIAN NATURAL RESOURCES LIMITED,09,1494.0M,621.7M W,MCMURRAY,731.4M,0487574,01,105/06-22-073-07W4/00 S,BITUMEN,10-21-073-07W4,CRUDE,105/06-22-073-07W4/00,CNRL A 4PI KIRBY 6-22-73-7,2018,55.3387653606001,-111.009251003
0487575,CANADIAN NATURAL RESOURCES LIMITED,09,1640.0M,611.8M W,MCMURRAY,731.4M,0487575,01,106/11-22-073-07W4/00 S,BITUMEN,10-21-073-07W4,CRUDE,106/11-22-073-07W4/00,CNRL A 5PI KIRBY 11-22-73-7,2018,55.3387653606001,-111.009251003
0487576,CANADIAN NATURAL RESOURCES LIMITED,09,1902.0M,603.2M W,MCMURRAY,731.3M,0487576,01,107/11-22-073-07W4/00 S,BITUMEN,10-21-073-07W4,CRUDE,107/11-22-073-07W4/00,CNRL A 6PI KIRBY 11-22-73-7,2018,55.3387653606001,-111.009251003
0487577,CANADIAN NATURAL RESOURCES LIMITED,09,986.0M,379.1M W,DINA,644.4M,0487577,01,102/06-11-065-06W4/00 S,BITUMEN,15-11-065-06W4,CRUDE,102/06-11-065-06W4/00,CNRL 6A WOLF LK 6-11-65-6,2018,54.6111055448001,-110.789796703
0487578,CANADIAN NATURAL RESOURCES LIMITED,09,580.0M,361.1M W,DINA,644.4M,0487578,01,103/09-11-065-06W4/00 S,BITUMEN,16-11-065-06W4,CRUDE,103/09-11-065-06W4/00,CNRL 9C WOLF LK 9-11-65-6,2018,54.6111055448001,-110.789796703
0487579,CANADIAN NATURAL RESOURCES LIMITED,09,669.0M,359.6M W,DINA,644.4M,0487579,01,102/10-11-065-06W4/00 S,BITUMEN,15-11-065-06W4,CRUDE,102/10-11-065-06W4/00,CNRL 10B2 WOLF LK 10-11-65-6,2018,54.6111055448001,-110.789796703
0487580,CANADIAN NATURAL RESOURCES LIMITED,09,982.0M,344.6M W,DINA,644.4M,0487580,01,103/11-11-065-06W4/00 S,BITUMEN,15-11-065-06W4,CRUDE,103/11-11-065-06W4/00,CNRL 11B WOLF LK 11-11-65-6,2018,54.6111055448001,-110.789796703
0487581,CANADIAN NATURAL RESOURCES LIMITED,09,641.0M,329.6M W,DINA,644.4M,0487581,01,102/15-11-065-06W4/00 S,BITUMEN,15-11-065-06W4,CRUDE,102/15-11-065-06W4/00,CNRL 15C WOLF LK 15-11-65-6,2018,54.6111055448001,-110.789796703
0487582,CANADIAN NATURAL RESOURCES LIMITED,09,805.0M,346.1M W,DINA,644.4M,0487582,01,102/12-12-065-06W4/00 S,BITUMEN,16-11-065-06W4,CRUDE,102/12-12-065-06W4/00,CNRL 12C WOLF LK 12-12-65-6,2018,54.6111055448001,-110.789796703
0487583,CANADIAN NATURAL RESOURCES LIMITED,09,853.0M,331.1M W,DINA,644.4M,0487583,01,103/04-13-065-06W4/00 S,BITUMEN,16-11-065-06W4,CRUDE,103/04-13-065-06W4/00,CNRL 4B WOLF LK 4-13-65-6,2018,54.6111055448001,-110.789796703
0487584,CANADIAN NATURAL RESOURCES LIMITED,09,740.0M,376.1M W,DINA,644.4M,0487584,01,103/01-14-065-06W4/00 S,BITUMEN,16-11-065-06W4,CRUDE,103/01-14-065-06W4/00,CNRL 1B3 WOLF LK 1-14-65-6,2018,54.6111055448001,-110.789796703
0487585,CANADIAN NATURAL RESOURCES LIMITED,09,665.0M,730.9M W,CUMMINGS,645.3M,0487585,01,100/08-02-065-06W4/00 S,BITUMEN,10-02-065-06W4,CRUDE,100/08-02-065-06W4/00,CNRL 8B WOLF LK 8-2-65-6,2018,54.5966523340001,-110.7898013416
0487586,CANADIAN NATURAL RESOURCES LIMITED,09,648.0M,718.5M W,CUMMINGS,645.3M,0487586,01,100/09-02-065-06W4/00 S,BITUMEN,10-02-065-06W4,CRUDE,100/09-02-065-06W4/00,CNRL 9A WOLF LK 9-2-65-6,2018,54.5966523340001,-110.7898013416
0487587,CANADIAN NATURAL RESOURCES LIMITED,09,568.0M,705.5M W,CUMMINGS,645.3M,0487587,01,104/10-02-065-06W4/00 S,BITUMEN,10-02-065-06W4,CRUDE,104/10-02-065-06W4/00,CNRL 10A WOLF LK 10-2-65-6,2018,54.5966523340001,-110.7898013416
0487588,TOURMALINE OIL CORP.,09,5100.0M,E 165.0M,WILRICH,1130.1M,0487588,01,N 362.6M,GAS,04-08-049-19W5,PRODUCTION,102/04-05-049-19W5/00,TOURMALINE HZ 102 MINEHEAD 4-5-49-19,2018,53.2083495602001,-116.7463155668
0487589,TOURMALINE OIL CORP.,09,5032.0M,E 164.1M,RIVER,1130M,0487589,01,N 352.9M,GAS,04-08-049-19W5,PRODUCTION,100/05-17-049-19W5/00,TOURMALINE 02 HZ MINEHEAD 5-17-49-19,2018,53.2083495602001,-116.7463155668
0487590,TOURMALINE OIL CORP.,09,5047.0M,E 165.8M,WILRICH,1130.1M,0487590,01,N 372.3M,GAS,04-08-049-19W5,PRODUCTION,100/08-18-049-19W5/00,TOURMALINE HZ MINEHEAD 8-18-49-19,2018,53.2083495602001,-116.7463155668
0487591,TOURMALINE OIL CORP.,09,5160.0M,E 165.4M,WILRICH,1130.1M,0487591,01,N 367.5M,GAS,04-08-049-19W5,PRODUCTION,102/05-17-049-19W5/00,TOURMALINE HZ MINEHEAD 5-17-49-19,2018,53.2083495602001,-116.7463155668
0487592,TOURMALINE OIL CORP.,09,5005.0M,E 163.7M,RIVER,1130M,0487592,01,N 348.0M,GAS,04-08-049-19W5,PRODUCTION,100/03-05-049-19W5/00,TOURMALINE HZ MINEHEAD 3-5-49-19,2018,53.2083495602001,-116.7463155668
0487593,TOURMALINE OIL CORP.,09,5156.0M,E 164.5M,WILRICH,1130M,0487593,01,N 357.8M,GAS,04-08-049-19W5,PRODUCTION,100/02-05-049-19W5/00,TOURMALINE HZ MINEHEAD 2-5-49-19,2018,53.2083495602001,-116.7463155668
0487594,NEP CANADA ULC,09,3650.0M,W 603.0M,MANNVILLE,726.6M,0487594,01,N 226.2M,OIL,02-16-050-26W4,CRUDE,107/10-21-050-26W4/00,NEP 105 HZ LEDUC-WB,2018,53.3102000376001,-113.734981058
0487595,ENCANA CORPORATION,09,5119.0M,E 100.0M,MONTNEY,780.4M,0487595,01,N 327.3M,GAS,04-31-071-08W6,PRODUCTION,102/05-01-072-09W6/00,ECA HZ WEMBLEY,2018,55.1865694454001,-119.2205508112
0487596,RAZOR ENERGY CORP.,09,2520.0M,W 754.3M,MONTNEY,887.2M,0487596,01,N 542.1M,OIL,07-24-062-20W5,CRUDE,100/13-24-062-20W5/00,RAZOR ENERGY KAYBOBS 13-24-62-20,2018,54.3726101814,-116.8540009556
0487597,RAZOR ENERGY CORP.,09,2382.0M,W 366.1M,MONTNEY,878.6M,0487597,01,N 645.3M,OIL,08-03-062-20W5,CRUDE,100/16-03-062-20W5/00,RAZOR ENERGY KAYBOBS 16-3-62-20,2018,54.3290986946001,-116.9039872676
0487598,ENCANA CORPORATION,09,6115.0M,W 313.2M,DUVERNAY,785.9M,0487598,01,S 221.4M,GAS,16-23-063-21W5,PRODUCTION,100/06-18-063-20W5/00,ECA HZ 102 TONY CKN 6-18-63-20,2018,54.4673928844001,-117.0535885406
0487599,ENCANA CORPORATION,09,6115.0M,W 312.0M,DUVERNAY,785.9M,0487599,01,S 241.3M,GAS,16-23-063-21W5,PRODUCTION,100/08-13-063-21W5/00,ECA HZ KAYBOBS 8-13-63-21,2018,54.4673928844001,-117.0535885406
0487600,ENCANA CORPORATION,09,6115.0M,W 263.3M,DUVERNAY,785.9M,0487600,01,S 218.4M,GAS,16-23-063-21W5,PRODUCTION,100/07-18-063-20W5/00,ECA HZ TONY CKN 7-18-63-20,2018,54.4673928844001,-117.0535885406
0487601,ENCANA CORPORATION,09,6115.0M,W 262.7M,DUVERNAY,785.9M,0487601,01,S 228.4M,GAS,16-23-063-21W5,PRODUCTION,102/06-18-063-20W5/00,ECA HZ TONY CKN 6-18-63-20,2018,54.4673928844001,-117.0535885406
0487602,ENCANA CORPORATION,09,6115.0M,W 262.1M,DUVERNAY,785.9M,0487602,01,S 238.3M,GAS,16-23-063-21W5,PRODUCTION,100/07-13-063-21W5/00,ECA HZ 102 KAYBOBS 7-13-63-21,2018,54.4673928844001,-117.0535885406
0487603,JUPITER RESOURCES INC.,10,5290.0M,W 64.1M,RIVER,1287M,0487603,01,S 726.8M,GAS,09-03-060-02W6,PRODUCTION,103/08-09-060-02W6/00,JUPITER HZ RESTHA 8-9-60-2,2018,54.1617902892001,-118.2027418608
0487604,JUPITER RESOURCES INC.,10,5642.0M,W 70.2M,RIVER,1287M,0487604,01,S 732.0M,GAS,09-03-060-02W6,PRODUCTION,102/12-36-059-02W6/00,JUPITER 102 HZ RESTHA 12-36-59-2,2018,54.1617902892001,-118.2027418608
0487605,RIFE RESOURCES LTD.,10,3812.7M,E 169.7M,DUVERNAY,868.3M,0487605,01,S 192.0M,OIL,13-27-032-23W4,CRUDE,100/13-28-032-23W4/00,RIFE GPINE 13-28-32-23,2018,51.7741657094001,-113.1844299052
0487606,DEERGARDEN RESOURCES LTD.,10,2225.0M,W 402.8M,PRECAMBRIAN,685.6M,0487606,01,N 582.6M,OIL,07-15-073-13W5,CRUDE,100/07-15-073-13W5/00,DGRES DRIFT 7-15-73-13,2018,55.3186907262001,-115.9016925824
0487607,RIDGEBACK RESOURCES INC.,10,3548.0M,W 169.8M,CARDIUM,959.2M,0487607,01,S 359.6M,OIL,16-03-048-11W5,CRUDE,100/09-02-048-11W5/00,RIDGEBACK HZ PEMBINA 9-2-48-11,2018,53.1145793830001,-115.5156078682
0487608,RIDGEBACK RESOURCES INC.,10,3748.0M,W 169.8M,CARDIUM,959.3M,0487608,01,S 374.5M,OIL,16-03-048-11W5,CRUDE,102/09-02-048-11W5/00,RIDGEBACK HZ 102 PEMBINA 9-2-48-11,2018,53.1145793830001,-115.5156078682
0487609,ROLLING HILLS ENERGY LTD.,10,2500.0M,95.0M W,VIKING,740.5M,0487609,01,100/01-22-034-03W4/00 N,OIL,01-27-034-03W4,CRUDE,100/01-22-034-03W4/00,RHE PROVOST 1-22-34-3,2018,51.9415021836001,-110.3381234802
0487610,ROLLING HILLS ENERGY LTD.,10,2500.0M,80.0M W,VIKING,740.4M,0487610,01,102/01-22-034-03W4/00 N,OIL,01-27-034-03W4,CRUDE,102/01-22-034-03W4/00,RHE HZ 102 PROVOST 1-22-34-3,2018,51.9415021836001,-110.3381234802
0487611,JOURNEY ENERGY INC.,10,2668.0M,E 353.9M,GLAUCONITIC,714.6M,0487611,01,S 113.3M,OIL,13-21-023-13W4,CRUDE,102/14-28-023-13W4/00,JOURNEY 102 HZ CESS 14-28-23-13,2018,50.9737248078001,-111.7632101642
0487612,ROLLING HILLS ENERGY LTD.,10,2340.0M,120.0M E,SPARKY,723.5M,0487612,01,100/05-10-034-01W4/00 N,OIL,04-11-034-01W4,CRUDE,100/05-10-034-01W4/00,RHE HZ ALTARIO 5-10-34-1,2018,51.8977116332001,-110.042662933
0487613,BONTERRA ENERGY CORP.,10,3200.0M,W 266.5M,CARDIUM,862.6M,0487613,01,N 522.4M,OIL,08-05-048-05W5,CRUDE,102/01-04-048-05W5/00,BONTERRA 102 HZ PEMBINA 1-4-48-5,2018,53.1066873584001,-114.6867704666
0487614,RAZOR ENERGY CORP.,10,2215.0M,W 133.7M,MONTNEY,874.1M,0487614,01,S 258.0M,OIL,16-12-062-20W5,CRUDE,100/15-12-062-20W5/00,RAZOR ENERGY KAYBOBS 15-12-62-20,2018,54.3507470670001,-116.8540007614
0487615,TAMARACK ACQUISITION CORP.,10,2005.0M,523.3M E,VIKING,782M,0487615,01,103/02-24-034-09W4/00 S,OIL,12-24-034-09W4,CRUDE,103/02-24-034-09W4/00,TAC 12-24 HZ 103 PROVOST 2-24-34-9,2018,51.9342062234001,-111.1531386454
0487616,TAMARACK ACQUISITION CORP.,10,2053.0M,543.9M E,VIKING,781.6M,0487616,01,100/07-24-034-09W4/00 S,OIL,12-24-034-09W4,CRUDE,100/07-24-034-09W4/00,TAC 12-24 HZ PROVOST 7-24-34-9,2018,51.9342062234001,-111.1531386454
0487617,TAMARACK ACQUISITION CORP.,10,2052.0M,530.2M E,VIKING,781.9M,0487617,01,100/01-26-034-09W4/00 S,OIL,12-24-034-09W4,CRUDE,100/01-26-034-09W4/00,TAC 12-24 HZ PROVOST 1-26-34-9,2018,51.9342062234001,-111.1531386454
0487618,TAMARACK ACQUISITION CORP.,10,2052.0M,537.0M E,VIKING,781.8M,0487618,01,102/02-26-034-09W4/00 S,OIL,12-24-034-09W4,CRUDE,102/02-26-034-09W4/00,TAC 12-24 HZ 102 PROVOST 2-26-34-9,2018,51.9342062234001,-111.1531386454
0279642,CABOT ENERGY INC.,12,1862.0M,E 396.0M,RIVER,329.2M,0279642,01,N 357.9M,OIL,04-08-112-05W6,CRUDE,100/06-08-112-05W6/02,CABOT ENERGY SOUSA 6-8-112-5,2018,58.7048169480001,-118.806187791
0441305,CENOVUS FCCL LTD.,12,639.2M,59.0M W,MCMURRAY,669.8M,0441305,01,1AB/02-18-070-06W4/04 S,BITUMEN,15-07-070-06W4,CRUDE,1AB/02-18-070-06W4/04,CVE FCCL C15-7 B2 FISHER 2-18-70-6,2018,55.0473890694001,-110.8981073162
0472214,SPUR PETROLEUM LTD.,12,2500.0M,W 734.7M,CLEARWATER,755.5M,0472214,01,S 24.9M,OIL,15-35-076-07W5,CRUDE,100/15-36-076-07W5/02,SPL 15-35 HZ NIPISI 15-36-76-7,2018,55.6305933824001,-114.9613111568
0487629,MOUNT BASTION OIL & GAS CORP.,12,3300.0M,W 211.3M,POINT,820.4M,0487629,01,N 597.3M,OIL,08-01-091-13W5,CRUDE,100/01-06-091-12W5/00,MBOG HZ SAWN LK 1-6-91-12,2018,56.8593751931667,-115.936736233833
0487630,HUSKY OIL OPERATIONS LIMITED,12,4610.0M,E 70.0M,MONTNEY,745.9M,0487630,01,S 316.1M,GAS,13-26-072-10W6,PRODUCTION,100/12-34-072-10W6/00,HUSKY HZ WEMBLEY 12-34-72-10,2018,55.2673226160001,-119.4256629008
0487631,MEG ENERGY CORP.,12,414.2M,626.3M E,MCMURRAY,587.2M,0487631,01,1AB/12-35-077-06W4/00 S,BITUMEN,12-35-077-06W4,CRUDE,1AB/12-35-077-06W4/00,MEG HARDY 12-35-77-6,2018,55.7168066898001,-110.823354332
0487632,CANADIAN NATURAL RESOURCES LIMITED,12,500.0M,634.6M E,MCMURRAY,658M,0487632,01,1AA/06-13-074-09W4/00 N,BITUMEN,06-13-074-09W4,CRUDE,1AA/06-13-074-09W4/00,CNRL 1AA KIRBY 6-13-74-9,2018,55.404466971,-111.252655348
0487633,CANADIAN NATURAL RESOURCES LIMITED,12,519.0M,161.7M E,MCMURRAY,656M,0487633,01,1AB/13-13-074-09W4/00 S,BITUMEN,13-13-074-09W4,CRUDE,1AB/13-13-074-09W4/00,CNRL 1AB KIRBY 13-13-74-9,2018,55.4116411962001,-111.252652975
0487634,CANADIAN NATURAL RESOURCES LIMITED,12,615.0M,546.9M E,MCMURRAY,659M,0487634,01,1AA/09-23-074-09W4/00 S,BITUMEN,12-24-074-09W4,CRUDE,1AA/09-23-074-09W4/00,CNRL 1AA KIRBY 9-23-74-9,2018,55.4260981368,-111.2526482384
0487635,MEG ENERGY CORP.,12,409.0M,133.8M E,MCMURRAY,591.4M,0487635,01,1AA/03-02-078-06W4/00 N,BITUMEN,03-02-078-06W4,CRUDE,1AA/03-02-078-06W4/00,MEG HARDY 3-2-78-6,2018,55.7242682698001,-110.8233541212
0487636,WEST LAKE ENERGY CORP.,12,2320.0M,135.0M W,REX,628.6M,0487636,01,100/02-19-052-06W4/00 N,OIL,01-30-052-06W4,CRUDE,100/02-19-052-06W4/00,WLEC MHZ 2A2 SWIMMING,2018,53.5131542618001,-110.8690263034
0487637,WEST LAKE ENERGY CORP.,12,2229.0M,135.0M W,REX,628.7M,0487637,01,100/01-19-052-06W4/00 N,OIL,01-30-052-06W4,CRUDE,100/01-19-052-06W4/00,WLEC MHZ 1B1 SWIMMING,2018,53.5131542618001,-110.8690263034
0487638,WEST LAKE ENERGY CORP.,12,2267.0M,222.0M E,REX,631.9M,0487638,01,102/04-20-052-06W4/00 N,OIL,04-29-052-06W4,CRUDE,102/04-20-052-06W4/00,WLEC MHZ 2A4 SWIMMING 4-20-52-6,2018,53.5131434210001,-110.8565698364
